,Suburb,Rooms,Type,Date,Distance,Postcode,Bedroom,Bathroom,Car,Landsize,Latitude,Longtitude,ParkingArea,Price
410,Brighton East,2,h,3/12/2016,10.7,3187,2,1,2,443,-37.9077,145.0229,Carport,1250000
412,Brighton East,4,h,3/12/2016,10.7,3187,4,2,2,674,-37.9022,145.0125,Attached Garage,2504000
413,Brighton East,2,u,3/12/2016,10.7,3187,2,1,1,0,-37.9195,145.0067,Indoor,700000
414,Brighton East,2,u,3/12/2016,10.7,3187,2,1,3,305,-37.9318,145.0293,Parkade,750000
415,Brunswick,4,h,3/12/2016,5.2,3056,4,3,1,238,-37.7713,144.9643,Underground,1802500
416,Brunswick,4,h,3/12/2016,5.2,3056,4,3,1,365,-37.7624,144.9671,Carport,1500000
418,Brunswick West,2,u,3/12/2016,5.9,3055,2,1,1,0,-37.7514,144.9288,Attached Garage,320000
419,Brunswick West,3,h,3/12/2016,5.9,3055,3,1,1,0,-37.7564,144.9422,Indoor,1190000
421,Bulleen,4,h,3/12/2016,11.8,3105,4,3,2,410,-37.7695,145.082,Carport,1505000
423,Burwood,3,h,3/12/2016,11.7,3125,3,1,2,697,-37.851,145.1169,Attached Garage,1390000
426,Burwood,3,h,3/12/2016,11.7,3125,3,1,2,773,-37.8562,145.1104,Underground,1300000
427,Burwood,4,h,3/12/2016,11.7,3125,4,2,2,1145,-37.8538,145.127,Outdoor Stall,1890000
428,Burwood,3,u,3/12/2016,11.7,3125,3,2,2,265,-37.8516,145.1056,Carport,1022500
429,Burwood,3,h,3/12/2016,11.7,3125,3,1,1,662,-37.8561,145.1054,Detached Garage,1250000
431,Camberwell,2,u,3/12/2016,7.8,3124,2,1,2,0,-37.8231,145.0585,Indoor,1017000
432,Camberwell,2,u,3/12/2016,7.8,3124,2,1,1,137,-37.8459,145.088,Parkade,729000
433,Camberwell,5,h,3/12/2016,7.8,3124,5,4,1,708,-37.8386,145.067,Carport,2600000
439,Camberwell,3,h,3/12/2016,7.8,3124,3,2,2,305,-37.8365,145.0802,Detached Garage,1650000
441,Canterbury,3,h,3/12/2016,9.0,3126,3,1,1,459,-37.8265,145.072,Carport,1587500
445,Carnegie,2,u,3/12/2016,11.4,3163,2,1,1,73,-37.897,145.0593,Parkade,600000
446,Carnegie,3,h,3/12/2016,11.4,3163,3,1,2,425,-37.8876,145.0502,Underground,1295000
447,Carnegie,4,h,3/12/2016,11.4,3163,4,2,0,365,-37.8877,145.0507,Outdoor Stall,1275000
448,Carnegie,3,h,3/12/2016,11.4,3163,3,1,1,808,-37.8982,145.0461,Carport,1620000
449,Caulfield,4,t,3/12/2016,8.9,3162,4,3,2,812,-37.8864,145.0326,Detached Garage,1600000
450,Caulfield,5,h,3/12/2016,8.9,3162,5,2,2,593,-37.8849,145.0341,Attached Garage,1665000
452,Caulfield South,3,h,3/12/2016,9.3,3162,3,1,2,451,-37.8874,145.019,Carport,1460000
453,Caulfield South,1,u,3/12/2016,9.3,3162,1,1,1,0,-37.8961,145.0132,Detached Garage,275500
456,Chadstone,4,h,3/12/2016,13.6,3148,4,2,2,600,-37.8891,145.1002,Parkade,1507000
460,Coburg,3,h,3/12/2016,7.8,3058,3,1,0,702,-37.7391,144.9812,Indoor,680000
461,Coburg,4,h,3/12/2016,7.8,3058,4,1,2,596,-37.7456,144.9696,Carport,1221000
462,Coburg,2,t,3/12/2016,7.8,3058,2,2,1,0,-37.7546,144.9713,Detached Garage,807000
463,Coburg,3,h,3/12/2016,7.8,3058,3,1,2,371,-37.7435,144.9507,Attached Garage,790000
464,Coburg,4,h,3/12/2016,7.8,3058,4,2,1,295,-37.7374,144.9617,Indoor,955000
467,Coburg North,4,h,3/12/2016,9.2,3058,4,2,2,661,-37.7246,144.9828,Outdoor Stall,895000
468,Coburg North,3,h,3/12/2016,9.2,3058,3,1,0,404,-37.7305,144.9803,Parking Pad,655000
469,Collingwood,3,h,3/12/2016,1.6,3066,3,1,0,167,-37.7962,144.9866,Carport,1260000
471,Doncaster,3,h,3/12/2016,13.9,3108,3,1,4,727,-37.7942,145.1218,Attached Garage,1403000
472,Doncaster,4,h,3/12/2016,13.9,3108,4,2,0,725,-37.7891,145.1073,Indoor,1408000
473,Doncaster,4,t,3/12/2016,13.9,3108,4,2,2,242,-37.7915,145.1258,Parkade,855000
474,Doncaster,3,h,3/12/2016,13.9,3108,3,1,1,638,-37.7912,145.1248,Underground,1450000
475,Doncaster,5,h,3/12/2016,13.9,3108,5,2,2,660,-37.7791,145.1328,Outdoor Stall,1461800
476,Doncaster,4,h,3/12/2016,13.9,3108,4,1,2,658,-37.7827,145.1358,Parking Pad,1396000
478,Elsternwick,3,h,3/12/2016,8.5,3185,3,2,2,447,-37.8912,145.0138,Detached Garage,1625000
479,Elsternwick,2,h,3/12/2016,8.5,3185,2,1,1,221,-37.8829,145.0129,Attached Garage,906000
480,Elsternwick,4,h,3/12/2016,8.5,3185,4,2,0,147,-37.8852,144.9997,Indoor,1100000
481,Elwood,1,u,3/12/2016,7.7,3184,1,1,0,0,-37.882,144.9785,Parkade,392500
482,Elwood,2,u,3/12/2016,7.7,3184,2,1,1,0,-37.8752,144.9911,Underground,507000
483,Elwood,2,u,3/12/2016,7.7,3184,2,1,1,553,-37.8802,144.9942,Carport,525000
484,Elwood,3,h,3/12/2016,7.7,3184,3,1,2,463,-37.8787,144.985,Detached Garage,2116000
486,Elwood,2,u,3/12/2016,7.7,3184,2,1,1,0,-37.8791,144.9923,Indoor,750000
487,Elwood,1,u,3/12/2016,7.7,3184,1,1,1,0,-37.8857,144.9884,Parkade,510000
488,Elwood,2,u,3/12/2016,7.7,3184,2,1,0,0,-37.8808,144.9847,Carport,599999
489,Elwood,1,u,3/12/2016,7.7,3184,1,1,0,0,-37.8749,144.9842,Detached Garage,300000
492,Essendon,3,h,3/12/2016,8.0,3040,3,1,1,445,-37.7505,144.8934,Parkade,980000
495,Essendon,3,h,3/12/2016,8.0,3040,3,1,3,688,-37.7578,144.9317,Carport,1295000
497,Essendon,4,h,3/12/2016,8.0,3040,4,1,2,733,-37.7587,144.91,Attached Garage,1900000
498,Essendon,2,t,3/12/2016,8.0,3040,2,1,2,752,-37.7553,144.9302,Indoor,595000
500,Fairfield,3,h,3/12/2016,5.8,3078,3,1,2,309,-37.7828,145.0154,Carport,1350000
501,Flemington,2,u,3/12/2016,4.4,3031,2,1,1,0,-37.7833,144.9255,Detached Garage,365000
503,Footscray,4,h,3/12/2016,6.4,3011,4,2,1,319,-37.7943,144.8875,Indoor,1225000
504,Footscray,2,u,3/12/2016,6.4,3011,2,1,1,0,-37.7963,144.8853,Parkade,431000
505,Footscray,3,h,3/12/2016,6.4,3011,3,1,1,292,-37.797,144.9051,Carport,1003000
506,Footscray,3,h,3/12/2016,6.4,3011,3,1,0,164,-37.7959,144.8863,Detached Garage,840000
507,Footscray,3,h,3/12/2016,6.4,3011,3,2,0,497,-37.7958,144.9024,Attached Garage,1362000
508,Footscray,4,h,3/12/2016,6.4,3011,4,2,1,154,-37.7983,144.8911,Carport,977000
509,Glen Iris,4,h,3/12/2016,9.2,3146,4,2,2,868,-37.8522,145.0893,Detached Garage,1800000
515,Glen Iris,4,h,3/12/2016,9.2,3146,4,2,1,739,-37.8513,145.0601,Carport,1998000
517,Glenroy,3,h,3/12/2016,13.0,3046,3,1,3,640,-37.6979,144.9335,Attached Garage,610000
518,Glenroy,3,t,3/12/2016,13.0,3046,3,2,2,244,-37.6969,144.9299,Indoor,555000
519,Glenroy,3,h,3/12/2016,13.0,3046,3,1,1,336,-37.7088,144.9356,Carport,500000
521,Glenroy,3,h,3/12/2016,13.0,3046,3,1,2,766,-37.6988,144.9372,Attached Garage,806500
523,Glenroy,5,h,3/12/2016,13.0,3046,5,3,2,700,-37.7095,144.9253,Parkade,1150000
524,Hadfield,2,h,3/12/2016,12.1,3046,2,1,1,394,-37.7153,144.9507,Carport,610000
525,Hadfield,3,h,3/12/2016,12.1,3046,3,1,1,604,-37.7124,144.9514,Detached Garage,630000
526,Hadfield,4,h,3/12/2016,12.1,3046,4,3,5,591,-37.7127,144.9489,Attached Garage,870000
528,Hampton,4,h,3/12/2016,13.7,3188,4,2,3,688,-37.9319,145.0173,Carport,2140000
530,Hampton,4,h,3/12/2016,13.7,3188,4,2,2,607,-37.9324,145.0235,Attached Garage,1600000
532,Hampton,3,t,3/12/2016,13.7,3188,3,2,3,1402,-37.9347,144.9963,Parkade,2200000
533,Hampton,3,h,3/12/2016,13.7,3188,3,1,2,289,-37.9338,145.0226,Underground,1003500
534,Hampton,2,u,3/12/2016,13.7,3188,2,1,1,0,-37.939,145.0137,Outdoor Stall,802000
535,Hampton,4,t,3/12/2016,13.7,3188,4,1,1,692,-37.9386,145.0055,Parking Pad,1500000
536,Hampton,4,h,3/12/2016,13.7,3188,4,2,2,664,-37.9394,145.0099,Carport,1686500
541,Hawthorn,3,h,3/12/2016,4.6,3122,3,2,3,1038,-37.8332,145.0366,Underground,5100000
542,Hawthorn,4,h,3/12/2016,4.6,3122,4,2,1,336,-37.8183,145.0371,Outdoor Stall,2670000
545,Hawthorn,3,h,3/12/2016,4.6,3122,3,1,0,228,-37.8157,145.0263,Detached Garage,1480000
546,Hawthorn,1,u,3/12/2016,4.6,3122,1,1,1,0,-37.8303,145.0341,Attached Garage,348000
548,Hawthorn,1,u,3/12/2016,4.6,3122,1,1,0,0,-37.8235,145.0258,Parkade,320000
550,Hawthorn,3,u,3/12/2016,4.6,3122,3,1,1,181,-37.8243,145.0328,Carport,1189000
553,Heidelberg West,3,h,3/12/2016,9.4,3081,3,1,1,523,-37.7369,145.0376,Indoor,560000
554,Heidelberg West,2,h,3/12/2016,9.4,3081,2,1,3,602,-37.7455,145.0452,Parkade,735000
556,Hughesdale,3,h,3/12/2016,13.0,3166,3,1,1,705,-37.8994,145.0816,Detached Garage,1340000
557,Ivanhoe,2,u,3/12/2016,7.9,3079,2,1,1,0,-37.7662,145.0516,Attached Garage,430000
558,Ivanhoe,1,u,3/12/2016,7.9,3079,1,1,0,75,-37.7759,145.043,Indoor,460000
559,Ivanhoe,4,h,3/12/2016,7.9,3079,4,3,2,610,-37.7662,145.04,Parkade,1601000
560,Kealba,4,h,3/12/2016,15.0,3021,4,2,2,558,-37.7311,144.8257,Underground,740000
561,Keilor East,3,t,3/12/2016,12.8,3033,3,2,1,331,-37.7325,144.8621,Outdoor Stall,770000
562,Keilor East,3,t,3/12/2016,12.8,3033,3,2,1,184,-37.7424,144.8639,Carport,480000
563,Keilor East,3,h,3/12/2016,12.8,3033,3,1,2,610,-37.7455,144.8484,Detached Garage,590000
564,Keilor East,4,h,3/12/2016,12.8,3033,4,2,1,289,-37.7506,144.8689,Attached Garage,900000
566,Kensington,2,h,3/12/2016,4.2,3031,2,1,0,150,-37.7963,144.935,Parkade,775000
567,Kew,2,u,3/12/2016,5.6,3101,2,2,1,0,-37.8099,145.0606,Carport,562500
569,Kew,2,u,3/12/2016,5.6,3101,2,1,1,0,-37.804,145.0347,Attached Garage,520000
571,Kew,5,h,3/12/2016,5.6,3101,5,3,2,853,-37.8151,145.0555,Parkade,4350000
572,Maidstone,2,u,3/12/2016,9.2,3012,2,1,1,1972,-37.7863,144.8769,Carport,275000
573,Maidstone,2,h,3/12/2016,9.2,3012,2,1,0,163,-37.789,144.8813,Detached Garage,711000
574,Maidstone,3,t,3/12/2016,9.2,3012,3,2,2,214,-37.7806,144.8714,Attached Garage,640000
578,Malvern East,3,u,3/12/2016,11.2,3145,3,1,2,317,-37.8832,145.0779,Indoor,980000
581,Malvern East,4,h,3/12/2016,11.2,3145,4,2,2,758,-37.8757,145.0518,Outdoor Stall,2400000
582,Malvern East,4,h,3/12/2016,11.2,3145,4,2,3,0,-37.8755,145.0523,Carport,2355000
583,Malvern East,2,h,3/12/2016,11.2,3145,2,1,1,310,-37.8717,145.0399,Detached Garage,1036000
585,Malvern East,4,h,3/12/2016,11.2,3145,4,3,2,611,-37.8724,145.0628,Indoor,1301000
586,Malvern East,3,h,3/12/2016,11.2,3145,3,3,1,376,-37.8727,145.0458,Carport,2273000
588,Malvern East,5,h,3/12/2016,11.2,3145,5,2,2,567,-37.8786,145.0495,Attached Garage,2350000
590,Maribyrnong,3,h,3/12/2016,8.7,3032,3,2,2,392,-37.774,144.8744,Parkade,870000
591,Maribyrnong,2,u,3/12/2016,8.7,3032,2,2,1,0,-37.7865,144.9008,Carport,635000
592,Maribyrnong,3,h,3/12/2016,8.7,3032,3,1,2,597,-37.763,144.8877,Detached Garage,975000
594,Melbourne,1,u,3/12/2016,2.8,3000,1,1,0,0,-37.8111,144.9715,Indoor,427000
596,Middle Park,3,h,3/12/2016,4.1,3206,3,1,2,277,-37.8516,144.9624,Detached Garage,2350000
597,Moonee Ponds,4,h,3/12/2016,6.9,3039,4,2,3,668,-37.7633,144.908,Attached Garage,1715000
599,Moonee Ponds,3,h,3/12/2016,6.9,3039,3,2,2,0,-37.7688,144.9054,Parkade,1055000
600,Moonee Ponds,2,u,3/12/2016,6.9,3039,2,1,1,0,-37.7677,144.9221,Underground,348000
601,Moorabbin,4,h,3/12/2016,14.6,3189,4,3,2,443,-37.9371,145.0578,Outdoor Stall,930000
602,Moorabbin,3,h,3/12/2016,14.6,3189,3,2,2,784,-37.9368,145.0568,Parking Pad,1090000
603,Moorabbin,4,h,3/12/2016,14.6,3189,4,2,2,609,-37.9416,145.058,Carport,947500
604,Moorabbin,3,h,3/12/2016,14.6,3189,3,1,4,695,-37.9364,145.0559,Detached Garage,836000
605,Newport,3,h,3/12/2016,8.4,3015,3,2,2,194,-37.8395,144.8787,Attached Garage,900000
607,Newport,3,t,3/12/2016,8.4,3015,3,2,2,283,-37.8477,144.8753,Parkade,962000
608,Niddrie,3,h,3/12/2016,11.2,3042,3,1,2,650,-37.7423,144.8905,Underground,1020000
609,Niddrie,1,h,3/12/2016,11.2,3042,1,1,1,846,-37.7467,144.8872,Outdoor Stall,1330000
610,Niddrie,4,h,3/12/2016,11.2,3042,4,2,2,650,-37.7429,144.888,Parking Pad,1126000
611,North Melbourne,2,u,3/12/2016,2.3,3051,2,1,1,0,-37.7994,144.9464,Carport,540000
612,North Melbourne,1,u,3/12/2016,2.3,3051,1,1,1,0,-37.7916,144.9443,Detached Garage,340000
615,Oak Park,3,u,3/12/2016,11.5,3046,3,1,2,250,-37.7232,144.9148,Parkade,647000
617,Oak Park,4,h,3/12/2016,11.5,3046,4,1,2,696,-37.7209,144.9158,Carport,865000
618,Oakleigh South,3,h,3/12/2016,14.7,3167,3,1,2,646,-37.9167,145.0855,Detached Garage,981000
620,Parkville,3,u,3/12/2016,2.6,3052,3,2,1,0,-37.7818,144.9576,Indoor,1360000
623,Pascoe Vale,2,h,3/12/2016,9.9,3044,2,1,3,629,-37.7312,144.9399,Detached Garage,915000
625,Pascoe Vale,4,h,3/12/2016,9.9,3044,4,1,1,733,-37.7194,144.9307,Indoor,975000
626,Pascoe Vale,3,h,3/12/2016,9.9,3044,3,1,0,464,-37.7301,144.9487,Parkade,770000
627,Port Melbourne,2,h,3/12/2016,3.8,3207,2,1,0,0,-37.836,144.9419,Underground,1240000
630,Port Melbourne,6,h,3/12/2016,3.8,3207,6,4,2,353,-37.8384,144.923,Detached Garage,1800000
631,Port Melbourne,3,h,3/12/2016,3.8,3207,3,2,1,0,-37.8359,144.9342,Attached Garage,1150000
632,Port Melbourne,3,h,3/12/2016,3.8,3207,3,1,0,171,-37.8385,144.9409,Indoor,985000
634,Port Melbourne,3,u,3/12/2016,3.8,3207,3,2,2,0,-37.841,144.9379,Carport,1200000
635,Port Melbourne,2,u,3/12/2016,3.8,3207,2,2,2,21700,-37.8424,144.9449,Detached Garage,1340000
636,Port Melbourne,3,h,3/12/2016,3.8,3207,3,2,0,250,-37.8381,144.9391,Attached Garage,2200000
637,Port Melbourne,4,h,3/12/2016,3.8,3207,4,2,3,611,-37.8349,144.9266,Indoor,2105000
638,Prahran,1,u,3/12/2016,4.5,3181,1,1,1,0,-37.8519,144.9948,Parkade,549800
641,Preston,3,h,3/12/2016,8.8,3072,3,2,1,465,-37.7471,144.9877,Attached Garage,1200000
642,Preston,3,h,3/12/2016,8.8,3072,3,1,1,581,-37.7399,145.0228,Carport,721000
643,Preston,3,h,3/12/2016,8.8,3072,3,1,0,148,-37.7428,145.0081,Detached Garage,751000
645,Reservoir,3,h,3/12/2016,11.2,3073,3,1,2,779,-37.7292,145.0214,Indoor,731000
648,Reservoir,2,u,3/12/2016,11.2,3073,2,1,1,117,-37.7101,145.0223,Outdoor Stall,352000
649,Reservoir,3,h,3/12/2016,11.2,3073,3,1,1,535,-37.7299,145.0242,Carport,723000
650,Reservoir,2,u,3/12/2016,11.2,3073,2,1,1,99,-37.7166,144.9911,Detached Garage,336000
651,Reservoir,3,h,3/12/2016,11.2,3073,3,1,1,1262,-37.7139,145.0215,Attached Garage,685000
654,Reservoir,3,t,3/12/2016,11.2,3073,3,2,2,207,-37.7086,145.0251,Detached Garage,620000
655,Reservoir,3,h,3/12/2016,11.2,3073,3,1,2,762,-37.7021,144.9985,Attached Garage,620000
656,Reservoir,3,h,3/12/2016,11.2,3073,3,2,2,676,-37.7262,145.0177,Indoor,1025000
657,Richmond,3,h,3/12/2016,2.6,3121,3,2,1,115,-37.8163,144.9984,Parkade,1600000
658,Richmond,3,h,3/12/2016,2.6,3121,3,2,2,345,-37.8159,144.994,Carport,2180000
659,Richmond,1,u,3/12/2016,2.6,3121,1,1,1,502,-37.8214,144.9997,Detached Garage,370000
664,Richmond,4,h,3/12/2016,2.6,3121,4,2,2,319,-37.8244,145.0044,Attached Garage,3335000
667,Richmond,2,h,3/12/2016,2.6,3121,2,1,1,67,-37.8159,145.0033,Underground,935000
674,Seddon,3,h,3/12/2016,6.6,3011,3,1,0,137,-37.8078,144.8972,Parkade,970000
676,South Melbourne,2,h,3/12/2016,2.1,3205,2,1,0,114,-37.8344,144.9686,Outdoor Stall,920500
677,South Melbourne,4,h,3/12/2016,2.1,3205,4,2,0,163,-37.8355,144.951,Parking Pad,1620000
678,South Melbourne,1,h,3/12/2016,2.1,3205,1,1,0,84,-37.8332,144.9548,Carport,1002000
679,South Melbourne,2,h,3/12/2016,2.1,3205,2,1,0,101,-37.8359,144.9644,Detached Garage,1355000
681,South Yarra,2,u,3/12/2016,3.3,3141,2,2,2,0,-37.8411,144.9944,Indoor,850000
682,South Yarra,3,u,3/12/2016,3.3,3141,3,2,2,0,-37.8453,144.9849,Parkade,1230000
683,South Yarra,2,u,3/12/2016,3.3,3141,2,2,2,2143,-37.8393,144.9886,Underground,965000
684,South Yarra,1,u,3/12/2016,3.3,3141,1,1,0,14500,-37.8372,144.9963,Carport,315000
685,South Yarra,3,h,3/12/2016,3.3,3141,3,5,0,241,-37.8407,144.9962,Detached Garage,1510000
689,South Yarra,1,u,3/12/2016,3.3,3141,1,1,1,0,-37.8392,144.9947,Carport,402000
690,South Yarra,3,u,3/12/2016,3.3,3141,3,2,2,0,-37.8399,145.0003,Detached Garage,1880000
693,St Kilda,2,u,3/12/2016,6.1,3182,2,1,1,0,-37.8675,144.9851,Parkade,430000
696,St Kilda,2,u,3/12/2016,6.1,3182,2,1,1,1055,-37.8715,144.9827,Carport,640000
698,St Kilda,2,u,3/12/2016,6.1,3182,2,1,0,0,-37.8707,144.9765,Attached Garage,602000
701,St Kilda,2,u,3/12/2016,6.1,3182,2,1,1,0,-37.8573,144.9825,Carport,575000
705,Sunshine,3,h,3/12/2016,12.6,3020,3,2,1,655,-37.7809,144.8424,Parkade,800000
706,Sunshine,3,h,3/12/2016,12.6,3020,3,1,1,700,-37.7933,144.8411,Carport,950000
707,Sunshine,3,h,3/12/2016,12.6,3020,3,1,1,203,-37.7853,144.843,Detached Garage,625000
708,Sunshine,2,h,3/12/2016,12.6,3020,2,1,0,457,-37.7878,144.8369,Attached Garage,710000
709,Sunshine West,3,h,3/12/2016,13.5,3020,3,1,2,538,-37.7952,144.8126,Carport,488000
711,Sunshine West,3,h,3/12/2016,13.5,3020,3,1,3,582,-37.7906,144.7929,Attached Garage,560000
713,Sunshine West,3,h,3/12/2016,13.5,3020,3,2,6,667,-37.7969,144.8086,Parkade,615000
715,Surrey Hills,3,t,3/12/2016,11.2,3127,3,2,2,226,-37.8275,145.0958,Outdoor Stall,1330500
716,Surrey Hills,3,t,3/12/2016,11.2,3127,3,2,1,302,-37.8289,145.1005,Carport,1325000
718,Templestowe Lower,4,h,3/12/2016,13.8,3107,4,2,4,673,-37.7647,145.1246,Attached Garage,1165000
719,Templestowe Lower,3,h,3/12/2016,13.8,3107,3,2,1,649,-37.7615,145.1154,Indoor,1098000
721,Templestowe Lower,3,h,3/12/2016,13.8,3107,3,1,2,313,-37.7556,145.0946,Detached Garage,742500
723,Thornbury,2,u,3/12/2016,6.5,3071,2,1,1,0,-37.7561,145.0067,Indoor,470000
725,Thornbury,2,u,3/12/2016,6.5,3071,2,1,1,1054,-37.7622,144.9953,Carport,435000
726,Thornbury,1,u,3/12/2016,6.5,3071,1,1,0,0,-37.762,144.996,Detached Garage,517500
728,Thornbury,1,u,3/12/2016,6.5,3071,1,1,1,0,-37.7634,145.021,Indoor,370000
732,Toorak,3,h,3/12/2016,4.6,3142,3,1,0,889,-37.8328,145.0065,Indoor,1435000
733,Toorak,4,h,3/12/2016,4.6,3142,4,3,2,691,-37.8431,145.021,Parkade,5500000
734,Toorak,1,u,3/12/2016,4.6,3142,1,1,1,1677,-37.8384,145.0178,Underground,546000
735,Toorak,3,h,3/12/2016,4.6,3142,3,1,2,386,-37.8435,145.0043,Outdoor Stall,1635000
736,Viewbank,2,u,3/12/2016,13.8,3084,2,1,1,195,-37.7405,145.0876,Parking Pad,556000
737,Viewbank,4,h,3/12/2016,13.8,3084,4,3,2,669,-37.7419,145.083,Carport,1010000
739,Viewbank,3,h,3/12/2016,13.8,3084,3,2,4,704,-37.7327,145.0913,Attached Garage,880000
740,Watsonia,3,h,3/12/2016,14.9,3087,3,1,0,583,-37.7137,145.0778,Indoor,660000
741,Watsonia,3,h,3/12/2016,14.9,3087,3,2,2,567,-37.7148,145.0851,Parkade,581000
743,West Melbourne,3,u,3/12/2016,1.9,3003,3,2,1,0,-37.8117,144.9518,Outdoor Stall,650000
744,Williamstown,3,u,3/12/2016,8.0,3016,3,1,3,0,-37.8663,144.8883,Parking Pad,890000
748,Windsor,3,h,3/12/2016,5.1,3181,3,1,2,361,-37.8546,144.9865,Indoor,1850000
749,Windsor,3,u,3/12/2016,5.1,3181,3,1,1,0,-37.8565,144.998,Parkade,825000
751,Yarraville,4,h,3/12/2016,7.0,3013,4,2,2,427,-37.8187,144.8771,Carport,1550000
752,Yarraville,3,h,3/12/2016,7.0,3013,3,1,2,323,-37.8108,144.8899,Detached Garage,770000
753,Yarraville,3,h,3/12/2016,7.0,3013,3,2,2,428,-37.8167,144.8965,Attached Garage,871000
754,Yarraville,3,h,3/12/2016,7.0,3013,3,2,2,213,-37.8175,144.8964,Indoor,780000
755,Yarraville,2,t,3/12/2016,7.0,3013,2,1,1,0,-37.8113,144.8955,Parkade,650000
756,Yarraville,3,h,3/12/2016,7.0,3013,2,1,1,138,-37.82,144.891,Carport,770000
758,Aberfeldie,1,u,3/12/2016,9.1,3040,1,1,1,0,-37.7561,144.9028,Attached Garage,380000
760,Brunswick East,3,h,3/12/2016,4.5,3057,3,1,2,456,-37.7638,144.9804,Parkade,1310000
761,Brunswick East,4,h,3/12/2016,4.5,3057,4,2,2,136,-37.7601,144.9805,Underground,856000
763,Burnley,2,h,3/12/2016,3.5,3121,2,1,0,0,-37.8301,145.0103,Carport,1005000
764,Campbellfield,3,h,3/12/2016,14.5,3061,3,1,2,600,-37.6783,144.9672,Detached Garage,368000
766,Campbellfield,3,h,3/12/2016,14.5,3061,3,1,1,766,-37.6804,144.9664,Indoor,455000
767,Carlton,3,u,3/12/2016,1.8,3053,3,1,2,3455,-37.8042,144.9691,Parkade,735000
768,East Melbourne,2,h,3/12/2016,1.5,3002,2,2,1,220,-37.8181,144.9879,Carport,4525000
769,Essendon West,3,h,3/12/2016,9.8,3040,3,1,2,613,-37.7552,144.8882,Detached Garage,810000
770,Fawkner,3,h,3/12/2016,12.4,3060,3,1,3,587,-37.7007,144.9632,Attached Garage,670000
772,Hawthorn East,2,h,3/12/2016,7.5,3123,2,1,2,432,-37.8249,145.0532,Parkade,1550000
775,Hawthorn East,3,h,3/12/2016,7.5,3123,3,1,2,780,-37.8198,145.0465,Attached Garage,2151000
777,Hawthorn East,2,h,3/12/2016,7.5,3123,2,1,0,230,-37.8226,145.055,Detached Garage,1140000
779,Heidelberg,2,u,3/12/2016,10.6,3084,2,1,1,132,-37.7519,145.0687,Indoor,546500
781,Ivanhoe East,5,h,3/12/2016,9.0,3079,5,4,2,2064,-37.7769,145.0605,Underground,3850000
783,Kingsbury,3,u,3/12/2016,12.4,3083,3,2,1,218,-37.7133,145.0374,Carport,480000
784,Kingsville,2,h,3/12/2016,7.8,3012,2,2,1,180,-37.8115,144.8763,Detached Garage,677200
791,Ormond,3,h,3/12/2016,11.8,3204,3,2,2,650,-37.8986,145.0359,Parkade,1401000
793,Ormond,4,h,3/12/2016,11.8,3204,4,1,2,903,-37.9062,145.0263,Detached Garage,2250000
794,Ormond,4,h,3/12/2016,11.8,3204,4,2,2,705,-37.9035,145.028,Attached Garage,1715000
795,Ormond,2,h,3/12/2016,11.8,3204,2,1,1,719,-37.9071,145.046,Indoor,1960000
798,West Footscray,3,h,3/12/2016,8.2,3012,3,1,1,533,-37.7955,144.8784,Attached Garage,1061000
799,West Footscray,6,h,3/12/2016,8.2,3012,6,3,2,554,-37.8053,144.8681,Indoor,1020000
800,West Footscray,2,h,3/12/2016,8.2,3012,2,1,1,444,-37.7933,144.876,Parkade,912500
803,West Footscray,3,h,3/12/2016,8.2,3012,3,2,2,355,-37.7914,144.8742,Parking Pad,1074000
804,West Footscray,3,h,3/12/2016,8.2,3012,3,1,2,601,-37.7917,144.8688,Carport,1021000
805,Abbotsford,2,h,4/2/2016,2.5,3067,2,1,0,156,-37.8079,144.9934,Detached Garage,1035000
807,Altona,2,t,4/2/2016,13.8,3018,2,1,2,292,-37.8687,144.8197,Indoor,720000
812,Bentleigh,3,h,4/2/2016,13.0,3204,3,2,2,299,-37.9272,145.0406,Carport,1222500
815,Burwood,3,h,4/2/2016,11.7,3125,3,1,1,695,-37.8551,145.1121,Indoor,1151000
816,Burwood,3,h,4/2/2016,11.7,3125,3,1,1,931,-37.854,145.1195,Parkade,1755000
817,Chadstone,4,h,4/2/2016,13.6,3148,4,3,2,288,-37.8801,145.1051,Underground,890000
818,Coburg,3,h,4/2/2016,7.8,3058,3,1,2,142,-37.7382,144.973,Carport,675000
820,Elwood,3,t,4/2/2016,7.7,3184,3,2,1,400,-37.8829,144.9797,Attached Garage,1395000
821,Essendon,3,h,4/2/2016,8.0,3040,3,2,2,225,-37.7454,144.8987,Indoor,911000
822,Footscray,1,u,4/2/2016,6.4,3011,1,1,1,0,-37.7907,144.8924,Parkade,216000
823,Maidstone,3,h,4/2/2016,9.2,3012,3,1,1,589,-37.7863,144.881,Carport,1200000
824,Maidstone,2,h,4/2/2016,9.2,3012,2,1,4,524,-37.779,144.8832,Detached Garage,927000
826,Maribyrnong,3,t,4/2/2016,8.7,3032,3,2,2,77,-37.7746,144.8798,Indoor,560000
827,Maribyrnong,3,t,4/2/2016,8.7,3032,3,2,2,83,-37.7719,144.8815,Parkade,560000
829,Mont Albert,2,u,4/2/2016,11.8,3127,2,2,2,0,-37.8161,145.1098,Outdoor Stall,750000
830,Moorabbin,3,h,4/2/2016,14.6,3189,3,2,2,653,-37.9418,145.0549,Carport,1417250
