,Suburb,Rooms,Type,Price,Date,Postcode,Regionname,Propertycount,Distance
414,Moonee Ponds,3,h,887500,1/04/2017,3039,Western Metropolitan,6232,6.2
415,Moonee Ponds,3,h,1143000,1/04/2017,3039,Western Metropolitan,6232,6.2
417,Moonee Ponds,3,h,1117500,1/04/2017,3039,Western Metropolitan,6232,6.2
418,Moonee Ponds,3,h,1330000,1/04/2017,3039,Western Metropolitan,6232,6.2
419,Moorabbin,2,h,800000,1/04/2017,3189,Southern Metropolitan,2555,14.3
420,Moorabbin,5,h,1410000,1/04/2017,3189,Southern Metropolitan,2555,14.3
421,Moorabbin,1,t,457500,1/04/2017,3189,Southern Metropolitan,2555,14.3
422,Mooroolbark,3,h,778000,1/04/2017,3138,Eastern Victoria,8280,26.5
423,Mordialloc,3,t,822000,1/04/2017,3195,South-Eastern Metropolitan,3650,21.5
424,Mordialloc,3,h,895000,1/04/2017,3195,South-Eastern Metropolitan,3650,21.5
425,Mordialloc,4,h,1300000,1/04/2017,3195,South-Eastern Metropolitan,3650,21.5
426,Mount Waverley,2,u,568888,1/04/2017,3149,Eastern Metropolitan,13366,14.2
427,Mount Waverley,5,h,3105000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
428,Mount Waverley,4,h,1500000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
429,Mount Waverley,3,t,1030000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
433,Mount Waverley,4,h,1275000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
434,Mount Waverley,3,h,1360000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
437,Mount Waverley,4,h,980000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
439,Mount Waverley,5,h,1601000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
440,Mount Waverley,4,h,1780000,1/04/2017,3149,Eastern Metropolitan,13366,14.2
441,Mulgrave,3,h,630000,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8
442,Mulgrave,4,h,925000,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8
443,Mulgrave,3,h,868000,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8
444,Mulgrave,5,h,880000,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8
445,Mulgrave,3,h,920000,1/04/2017,3170,South-Eastern Metropolitan,7113,18.8
446,Murrumbeena,4,h,1550000,1/04/2017,3163,Southern Metropolitan,4442,10.1
447,Murrumbeena,2,u,720000,1/04/2017,3163,Southern Metropolitan,4442,10.1
448,Murrumbeena,2,u,586500,1/04/2017,3163,Southern Metropolitan,4442,10.1
449,Narre Warren,3,h,551000,1/04/2017,3805,South-Eastern Metropolitan,9376,34.1
450,Narre Warren,4,h,510000,1/04/2017,3805,South-Eastern Metropolitan,9376,34.1
451,Newport,2,h,1032000,1/04/2017,3015,Western Metropolitan,5498,6.2
452,Newport,3,h,1270000,1/04/2017,3015,Western Metropolitan,5498,6.2
453,Noble Park,4,h,710000,1/04/2017,3174,South-Eastern Metropolitan,11806,22.7
454,North Melbourne,6,h,1815000,1/04/2017,3051,Northern Metropolitan,6821,1.8
455,North Melbourne,1,u,420000,1/04/2017,3051,Northern Metropolitan,6821,1.8
456,Northcote,2,h,1200000,1/04/2017,3070,Northern Metropolitan,11364,5.3
457,Northcote,1,u,345000,1/04/2017,3070,Northern Metropolitan,11364,5.3
459,Northcote,3,t,1075000,1/04/2017,3070,Northern Metropolitan,11364,5.3
460,Northcote,3,h,1332000,1/04/2017,3070,Northern Metropolitan,11364,5.3
462,Nunawading,3,h,685000,1/04/2017,3131,Eastern Metropolitan,4973,15.4
463,Nunawading,3,h,1185000,1/04/2017,3131,Eastern Metropolitan,4973,15.4
464,Nunawading,3,h,806000,1/04/2017,3131,Eastern Metropolitan,4973,15.4
465,Oak Park,3,h,857000,1/04/2017,3046,Northern Metropolitan,2651,11.2
466,Oak Park,4,h,945000,1/04/2017,3046,Northern Metropolitan,2651,11.2
467,Oakleigh,4,t,986000,1/04/2017,3166,Southern Metropolitan,3224,12.3
468,Oakleigh South,2,h,1120000,1/04/2017,3167,South-Eastern Metropolitan,3692,15.5
469,Oakleigh South,3,u,710000,1/04/2017,3167,South-Eastern Metropolitan,3692,15.5
470,Ormond,2,u,420000,1/04/2017,3204,Southern Metropolitan,3578,11.4
471,Ormond,2,u,490000,1/04/2017,3204,Southern Metropolitan,3578,11.4
473,Ormond,3,t,1100000,1/04/2017,3204,Southern Metropolitan,3578,11.4
474,Pakenham,3,h,378000,1/04/2017,3810,Eastern Victoria,17384,47.3
475,Parkdale,3,h,1260000,1/04/2017,3195,South-Eastern Metropolitan,5087,21.5
476,Parkdale,3,h,1200000,1/04/2017,3195,South-Eastern Metropolitan,5087,21.5
477,Parkdale,2,u,669000,1/04/2017,3195,South-Eastern Metropolitan,5087,21.5
478,Parkville,1,u,668000,1/04/2017,3052,Northern Metropolitan,2309,1.8
479,Pascoe Vale,4,h,945000,1/04/2017,3044,Northern Metropolitan,7485,8.5
480,Pascoe Vale,2,t,650000,1/04/2017,3044,Northern Metropolitan,7485,8.5
481,Pascoe Vale,4,h,1510000,1/04/2017,3044,Northern Metropolitan,7485,8.5
482,Pascoe Vale,2,t,522000,1/04/2017,3044,Northern Metropolitan,7485,8.5
483,Pascoe Vale,3,u,760000,1/04/2017,3044,Northern Metropolitan,7485,8.5
484,Pascoe Vale,3,h,930000,1/04/2017,3044,Northern Metropolitan,7485,8.5
485,Patterson Lakes,3,t,645000,1/04/2017,3197,South-Eastern Metropolitan,3351,31.2
487,Point Cook,3,h,641000,1/04/2017,3030,Western Metropolitan,15542,14.7
488,Point Cook,4,h,720000,1/04/2017,3030,Western Metropolitan,15542,14.7
489,Port Melbourne,2,u,625000,1/04/2017,3207,Southern Metropolitan,8648,3.5
490,Port Melbourne,3,h,1400000,1/04/2017,3207,Southern Metropolitan,8648,3.5
491,Port Melbourne,4,t,2090000,1/04/2017,3207,Southern Metropolitan,8648,3.5
492,Port Melbourne,1,u,505000,1/04/2017,3207,Southern Metropolitan,8648,3.5
493,Port Melbourne,3,h,1650000,1/04/2017,3207,Southern Metropolitan,8648,3.5
494,Prahran,1,u,311000,1/04/2017,3181,Southern Metropolitan,7717,4.6
495,Prahran,2,h,1325000,1/04/2017,3181,Southern Metropolitan,7717,4.6
497,Prahran,2,u,940000,1/04/2017,3181,Southern Metropolitan,7717,4.6
498,Preston,3,t,893000,1/04/2017,3072,Northern Metropolitan,14577,8.4
499,Preston,2,u,410000,1/04/2017,3072,Northern Metropolitan,14577,8.4
500,Preston,3,t,640000,1/04/2017,3072,Northern Metropolitan,14577,8.4
501,Preston,3,h,1239500,1/04/2017,3072,Northern Metropolitan,14577,8.4
502,Preston,2,h,530000,1/04/2017,3072,Northern Metropolitan,14577,8.4
503,Reservoir,3,h,610000,1/04/2017,3073,Northern Metropolitan,21650,12.0
504,Reservoir,2,h,710000,1/04/2017,3073,Northern Metropolitan,21650,12.0
506,Reservoir,1,u,357500,1/04/2017,3073,Northern Metropolitan,21650,12.0
507,Reservoir,2,u,560000,1/04/2017,3073,Northern Metropolitan,21650,12.0
508,Reservoir,2,u,390000,1/04/2017,3073,Northern Metropolitan,21650,12.0
510,Reservoir,3,h,700000,1/04/2017,3073,Northern Metropolitan,21650,12.0
511,Reservoir,2,h,846000,1/04/2017,3073,Northern Metropolitan,21650,12.0
512,Reservoir,3,h,500000,1/04/2017,3073,Northern Metropolitan,21650,12.0
513,Reservoir,5,h,1100000,1/04/2017,3073,Northern Metropolitan,21650,12.0
515,Reservoir,2,t,655000,1/04/2017,3073,Northern Metropolitan,21650,12.0
516,Reservoir,2,h,520000,1/04/2017,3073,Northern Metropolitan,21650,12.0
517,Reservoir,3,h,850000,1/04/2017,3073,Northern Metropolitan,21650,12.0
519,Reservoir,3,h,886500,1/04/2017,3073,Northern Metropolitan,21650,12.0
520,Richmond,2,h,1110000,1/04/2017,3121,Northern Metropolitan,14949,2.4
521,Richmond,2,u,906000,1/04/2017,3121,Northern Metropolitan,14949,2.4
522,Richmond,2,t,1100000,1/04/2017,3121,Northern Metropolitan,14949,2.4
523,Richmond,2,u,610000,1/04/2017,3121,Northern Metropolitan,14949,2.4
524,Richmond,1,u,550000,1/04/2017,3121,Northern Metropolitan,14949,2.4
525,Richmond,2,u,514500,1/04/2017,3121,Northern Metropolitan,14949,2.4
527,Richmond,3,h,1619000,1/04/2017,3121,Northern Metropolitan,14949,2.4
528,Riddells Creek,3,h,410000,1/04/2017,3431,Northern Victoria,1475,47.4
531,Ringwood,3,h,739000,1/04/2017,3134,Eastern Metropolitan,7785,19.9
532,Ringwood East,4,h,901000,1/04/2017,3135,Eastern Metropolitan,4407,21.3
533,Ringwood East,3,h,700000,1/04/2017,3135,Eastern Metropolitan,4407,21.3
534,Ringwood North,3,h,805000,1/04/2017,3134,Eastern Metropolitan,3619,19.9
539,Rowville,4,h,868200,1/04/2017,3178,South-Eastern Metropolitan,11667,23.5
541,Roxburgh Park,4,h,462000,1/04/2017,3064,Northern Metropolitan,5833,20.6
542,Roxburgh Park,4,h,448000,1/04/2017,3064,Northern Metropolitan,5833,20.6
543,Roxburgh Park,3,h,393500,1/04/2017,3064,Northern Metropolitan,5833,20.6
546,Sandringham,3,h,1450000,1/04/2017,3191,Southern Metropolitan,4497,15.2
548,Scoresby,3,h,821000,1/04/2017,3179,Eastern Metropolitan,2206,22.2
549,Seaford,4,h,701000,1/04/2017,3198,South-Eastern Metropolitan,8077,35.4
550,Seddon,3,h,865500,1/04/2017,3011,Western Metropolitan,2417,5.1
551,Seddon,2,u,362000,1/04/2017,3011,Western Metropolitan,2417,5.1
553,South Melbourne,2,u,651000,1/04/2017,3205,Southern Metropolitan,5943,1.9
554,South Morang,4,h,711000,1/04/2017,3752,Northern Metropolitan,7969,20.5
555,South Morang,4,h,560000,1/04/2017,3752,Northern Metropolitan,7969,20.5
556,South Morang,3,t,387000,1/04/2017,3752,Northern Metropolitan,7969,20.5
558,South Morang,5,h,920000,1/04/2017,3752,Northern Metropolitan,7969,20.5
559,South Morang,4,h,706000,1/04/2017,3752,Northern Metropolitan,7969,20.5
560,South Yarra,5,h,5000000,1/04/2017,3141,Southern Metropolitan,14887,2.7
561,South Yarra,1,u,480000,1/04/2017,3141,Southern Metropolitan,14887,2.7
562,South Yarra,2,u,495000,1/04/2017,3141,Southern Metropolitan,14887,2.7
564,South Yarra,2,u,705000,1/04/2017,3141,Southern Metropolitan,14887,2.7
565,South Yarra,1,u,392000,1/04/2017,3141,Southern Metropolitan,14887,2.7
566,Southbank,2,u,630000,1/04/2017,3006,Southern Metropolitan,8400,0.7
567,Spotswood,3,t,667500,1/04/2017,3015,Western Metropolitan,1223,6.2
568,Springvale,3,h,860000,1/04/2017,3171,South-Eastern Metropolitan,7412,20.8
569,St Albans,4,h,860000,1/04/2017,3021,Western Metropolitan,14042,14.0
570,St Albans,3,h,610000,1/04/2017,3021,Western Metropolitan,14042,14.0
571,St Albans,3,h,605000,1/04/2017,3021,Western Metropolitan,14042,14.0
572,St Albans,3,h,645000,1/04/2017,3021,Western Metropolitan,14042,14.0
574,St Albans,1,h,1100000,1/04/2017,3021,Western Metropolitan,14042,14.0
575,St Kilda,3,u,640000,1/04/2017,3182,Southern Metropolitan,13240,5.0
577,St Kilda,2,u,501500,1/04/2017,3182,Southern Metropolitan,13240,5.0
578,Strathmore,3,t,890000,1/04/2017,3041,Western Metropolitan,3284,8.2
579,Strathmore,4,h,1301000,1/04/2017,3041,Western Metropolitan,3284,8.2
580,Strathmore Heights,3,h,900000,1/04/2017,3041,Western Metropolitan,389,8.2
581,Sunshine,3,h,890000,1/04/2017,3020,Western Metropolitan,3755,10.5
583,Sunshine,2,u,430000,1/04/2017,3020,Western Metropolitan,3755,10.5
584,Sunshine,3,h,1200000,1/04/2017,3020,Western Metropolitan,3755,10.5
585,Sunshine,3,h,612000,1/04/2017,3020,Western Metropolitan,3755,10.5
586,Sunshine North,3,h,732000,1/04/2017,3020,Western Metropolitan,4217,10.5
587,Sunshine North,4,h,861800,1/04/2017,3020,Western Metropolitan,4217,10.5
588,Sunshine West,4,t,630000,1/04/2017,3020,Western Metropolitan,6763,10.5
591,Surrey Hills,5,h,3250000,1/04/2017,3127,Southern Metropolitan,5457,10.2
593,Surrey Hills,4,h,1600000,1/04/2017,3127,Southern Metropolitan,5457,10.2
596,Sydenham,5,h,593000,1/04/2017,3037,Western Metropolitan,3640,18.0
597,Sydenham,4,h,547000,1/04/2017,3037,Western Metropolitan,3640,18.0
599,Taylors Lakes,4,h,645500,1/04/2017,3038,Western Metropolitan,5336,15.5
600,Templestowe,5,h,1952000,1/04/2017,3106,Eastern Metropolitan,6202,15.5
601,Templestowe,3,h,1175000,1/04/2017,3106,Eastern Metropolitan,6202,15.5
602,Templestowe,4,h,1750000,1/04/2017,3106,Eastern Metropolitan,6202,15.5
603,Templestowe,4,h,1380000,1/04/2017,3106,Eastern Metropolitan,6202,15.5
604,Templestowe,3,t,965000,1/04/2017,3106,Eastern Metropolitan,6202,15.5
605,Templestowe Lower,4,h,1051888,1/04/2017,3107,Eastern Metropolitan,5420,12.4
606,Templestowe Lower,5,h,1310000,1/04/2017,3107,Eastern Metropolitan,5420,12.4
607,Templestowe Lower,4,h,1150000,1/04/2017,3107,Eastern Metropolitan,5420,12.4
608,Templestowe Lower,4,h,1255000,1/04/2017,3107,Eastern Metropolitan,5420,12.4
609,Templestowe Lower,5,h,1351000,1/04/2017,3107,Eastern Metropolitan,5420,12.4
610,Templestowe Lower,3,h,1161500,1/04/2017,3107,Eastern Metropolitan,5420,12.4
611,Thomastown,3,h,580000,1/04/2017,3074,Northern Metropolitan,7955,15.3
612,Thomastown,3,h,745000,1/04/2017,3074,Northern Metropolitan,7955,15.3
613,Thomastown,3,h,576000,1/04/2017,3074,Northern Metropolitan,7955,15.3
614,Thomastown,3,u,517000,1/04/2017,3074,Northern Metropolitan,7955,15.3
615,Thomastown,3,h,525000,1/04/2017,3074,Northern Metropolitan,7955,15.3
617,Thornbury,2,h,1260000,1/04/2017,3071,Northern Metropolitan,8870,7.0
619,Thornbury,4,h,1651118,1/04/2017,3071,Northern Metropolitan,8870,7.0
621,Toorak,2,u,580000,1/04/2017,3142,Southern Metropolitan,7217,4.1
622,Toorak,2,u,1850000,1/04/2017,3142,Southern Metropolitan,7217,4.1
624,Toorak,3,u,855000,1/04/2017,3142,Southern Metropolitan,7217,4.1
625,Toorak,3,h,1600000,1/04/2017,3142,Southern Metropolitan,7217,4.1
627,Tullamarine,4,h,695000,1/04/2017,3043,Western Metropolitan,3296,12.9
628,Tullamarine,3,h,560000,1/04/2017,3043,Western Metropolitan,3296,12.9
630,Vermont South,4,h,1120000,1/04/2017,3133,Eastern Metropolitan,4280,17.2
633,Wantirna South,4,h,921000,1/04/2017,3152,Eastern Metropolitan,7082,14.7
635,Wantirna South,5,h,1390000,1/04/2017,3152,Eastern Metropolitan,7082,14.7
637,Warrandyte,3,h,730000,1/04/2017,3113,Eastern Metropolitan,2003,21.1
638,Werribee,2,h,700000,1/04/2017,3030,Western Metropolitan,16166,14.7
639,Werribee,3,h,452000,1/04/2017,3030,Western Metropolitan,16166,14.7
641,Werribee,3,h,430000,1/04/2017,3030,Western Metropolitan,16166,14.7
642,West Footscray,3,h,720000,1/04/2017,3012,Western Metropolitan,5058,6.4
643,West Footscray,3,h,975000,1/04/2017,3012,Western Metropolitan,5058,6.4
644,West Footscray,2,h,930000,1/04/2017,3012,Western Metropolitan,5058,6.4
645,West Melbourne,1,u,315000,1/04/2017,3003,Northern Metropolitan,2230,3.1
646,Westmeadows,2,t,470000,1/04/2017,3049,Northern Metropolitan,2474,16.5
649,Wheelers Hill,4,h,1185000,1/04/2017,3150,South-Eastern Metropolitan,7392,16.7
651,Wheelers Hill,4,h,1050000,1/04/2017,3150,South-Eastern Metropolitan,7392,16.7
652,Wheelers Hill,3,h,1131000,1/04/2017,3150,South-Eastern Metropolitan,7392,16.7
653,Williamstown,5,h,1700000,1/04/2017,3016,Western Metropolitan,6380,6.8
654,Williamstown,3,h,1520000,1/04/2017,3016,Western Metropolitan,6380,6.8
655,Williamstown,3,h,1621000,1/04/2017,3016,Western Metropolitan,6380,6.8
656,Windsor,2,h,1670000,1/04/2017,3181,Southern Metropolitan,4380,4.6
657,Windsor,2,u,652000,1/04/2017,3181,Southern Metropolitan,4380,4.6
658,Wollert,4,h,660000,1/04/2017,3750,Northern Metropolitan,2940,25.5
659,Wollert,4,h,567500,1/04/2017,3750,Northern Metropolitan,2940,25.5
660,Wollert,3,h,472500,1/04/2017,3750,Northern Metropolitan,2940,25.5
662,Wyndham Vale,3,h,380000,1/04/2017,3024,Western Metropolitan,5262,27.2
664,Yarraville,3,h,1381000,1/04/2017,3013,Western Metropolitan,6543,6.3
666,Yarraville,2,u,607500,1/04/2017,3013,Western Metropolitan,6543,6.3
667,Yarraville,3,h,1120000,1/04/2017,3013,Western Metropolitan,6543,6.3
668,Yarraville,2,h,802000,1/04/2017,3013,Western Metropolitan,6543,6.3
669,Yarraville,6,h,1550000,1/04/2017,3013,Western Metropolitan,6543,6.3
670,Abbotsford,3,h,1350000,1/07/2017,3067,Northern Metropolitan,4019,3.0
671,Airport West,3,h,858000,1/07/2017,3042,Western Metropolitan,3464,10.4
672,Airport West,2,u,593000,1/07/2017,3042,Western Metropolitan,3464,10.4
673,Airport West,3,h,640000,1/07/2017,3042,Western Metropolitan,3464,10.4
674,Airport West,3,h,961000,1/07/2017,3042,Western Metropolitan,3464,10.4
675,Albert Park,2,h,1535000,1/07/2017,3206,Southern Metropolitan,3280,3.0
676,Albion,3,h,570000,1/07/2017,3020,Western Metropolitan,2185,10.5
677,Alphington,4,h,2345000,1/07/2017,3078,Northern Metropolitan,2211,5.7
680,Altona North,3,h,900000,1/07/2017,3025,Western Metropolitan,5132,9.4
682,Altona North,2,t,650000,1/07/2017,3025,Western Metropolitan,5132,9.4
683,Ardeer,2,h,480000,1/07/2017,3022,Western Metropolitan,1281,12.8
684,Armadale,5,h,5200000,1/07/2017,3143,Southern Metropolitan,4836,6.3
685,Ascot Vale,3,h,950000,1/07/2017,3032,Western Metropolitan,6567,4.3
687,Ashwood,3,h,1225000,1/07/2017,3147,Southern Metropolitan,2894,10.2
688,Attwood,5,h,1025000,1/07/2017,3049,Northern Metropolitan,1130,16.5
689,Avondale Heights,3,u,622000,1/07/2017,3034,Western Metropolitan,4502,9.5
690,Avondale Heights,3,h,825000,1/07/2017,3034,Western Metropolitan,4502,9.5
691,Balwyn,4,h,1475000,1/07/2017,3103,Southern Metropolitan,5682,7.9
692,Balwyn,5,h,3050000,1/07/2017,3103,Southern Metropolitan,5682,7.9
694,Balwyn North,5,h,2160000,1/07/2017,3104,Southern Metropolitan,7809,9.7
695,Balwyn North,3,t,1050000,1/07/2017,3104,Southern Metropolitan,7809,9.7
697,Balwyn North,3,h,1275000,1/07/2017,3104,Southern Metropolitan,7809,9.7
698,Bayswater,3,t,640000,1/07/2017,3153,Eastern Metropolitan,5030,23.2
699,Bayswater North,3,u,500000,1/07/2017,3153,Eastern Metropolitan,3598,23.2
700,Bayswater North,4,h,825000,1/07/2017,3153,Eastern Metropolitan,3598,23.2
702,Beaumaris,2,u,800000,1/07/2017,3193,Southern Metropolitan,5366,17.3
703,Beaumaris,4,h,1221000,1/07/2017,3193,Southern Metropolitan,5366,17.3
704,Beaumaris,4,h,1800000,1/07/2017,3193,Southern Metropolitan,5366,17.3
706,Beaumaris,4,h,1823000,1/07/2017,3193,Southern Metropolitan,5366,17.3
707,Beaumaris,6,h,2000000,1/07/2017,3193,Southern Metropolitan,5366,17.3
708,Bentleigh,3,h,1365000,1/07/2017,3204,Southern Metropolitan,6795,11.4
709,Bentleigh,3,h,1045000,1/07/2017,3204,Southern Metropolitan,6795,11.4
710,Bentleigh East,5,h,1220000,1/07/2017,3165,Southern Metropolitan,10969,13.8
711,Berwick,4,h,627500,1/07/2017,3806,Eastern Victoria,17093,35.2
712,Blackburn,3,u,1095000,1/07/2017,3130,Eastern Metropolitan,5713,13.4
714,Blackburn South,3,h,1020000,1/07/2017,3130,Eastern Metropolitan,4387,13.4
716,Boronia,3,h,642000,1/07/2017,3155,Eastern Metropolitan,9704,25.0
717,Briar Hill,3,h,840000,1/07/2017,3088,Eastern Metropolitan,1390,16.1
718,Brighton,3,h,2650000,1/07/2017,3186,Southern Metropolitan,10579,10.5
719,Brighton,1,u,380000,1/07/2017,3186,Southern Metropolitan,10579,10.5
720,Brighton,5,h,3250000,1/07/2017,3186,Southern Metropolitan,10579,10.5
721,Brighton East,4,t,1731000,1/07/2017,3187,Southern Metropolitan,6938,10.3
722,Broadmeadows,3,t,465000,1/07/2017,3047,Northern Metropolitan,4294,14.0
723,Broadmeadows,3,h,518500,1/07/2017,3047,Northern Metropolitan,4294,14.0
724,Brooklyn,3,u,665000,1/07/2017,3012,Western Metropolitan,962,6.4
725,Brunswick,2,u,692000,1/07/2017,3056,Northern Metropolitan,11918,5.2
726,Brunswick East,2,h,1305000,1/07/2017,3057,Northern Metropolitan,5533,4.0
728,Brunswick West,3,h,1100000,1/07/2017,3055,Northern Metropolitan,7082,5.2
729,Brunswick West,2,h,573000,1/07/2017,3055,Northern Metropolitan,7082,5.2
730,Bulleen,3,h,1060000,1/07/2017,3105,Eastern Metropolitan,4480,10.8
732,Bundoora,3,h,805000,1/07/2017,3083,Northern Metropolitan,10175,12.1
733,Bundoora,3,h,682000,1/07/2017,3083,Northern Metropolitan,10175,12.1
734,Bundoora,3,t,510000,1/07/2017,3083,Northern Metropolitan,10175,12.1
735,Burnside Heights,3,h,535000,1/07/2017,3023,Western Metropolitan,1686,14.8
736,Burwood East,4,h,1088000,1/07/2017,3151,Eastern Metropolitan,4048,14.7
737,Burwood East,3,h,1180000,1/07/2017,3151,Eastern Metropolitan,4048,14.7
738,Cairnlea,3,h,630000,1/07/2017,3023,Western Metropolitan,2674,14.8
739,Camberwell,2,u,677000,1/07/2017,3124,Southern Metropolitan,8920,7.7
741,Camberwell,2,u,670000,1/07/2017,3124,Southern Metropolitan,8920,7.7
742,Camberwell,3,t,1320000,1/07/2017,3124,Southern Metropolitan,8920,7.7
743,Canterbury,2,u,816000,1/07/2017,3126,Southern Metropolitan,3265,8.4
744,Carlton,1,u,350000,1/07/2017,3053,Northern Metropolitan,6786,1.6
745,Carlton,2,u,620000,1/07/2017,3053,Northern Metropolitan,6786,1.6
746,Carlton,3,h,1760000,1/07/2017,3053,Northern Metropolitan,6786,1.6
747,Carnegie,1,u,300000,1/07/2017,3163,Southern Metropolitan,7822,10.1
748,Caroline Springs,3,h,545000,1/07/2017,3023,Western Metropolitan,7719,14.8
749,Caulfield South,4,h,1800000,1/07/2017,3162,Southern Metropolitan,5051,8.7
750,Caulfield South,2,u,1091500,1/07/2017,3162,Southern Metropolitan,5051,8.7
752,Cheltenham,5,h,1140000,1/07/2017,3192,Southern Metropolitan,9758,17.9
753,Cheltenham,3,t,950000,1/07/2017,3192,Southern Metropolitan,9758,17.9
754,Cheltenham,2,h,1171000,1/07/2017,3192,Southern Metropolitan,9758,17.9
755,Cheltenham,2,u,425000,1/07/2017,3192,Southern Metropolitan,9758,17.9
756,Cheltenham,3,h,1116000,1/07/2017,3192,Southern Metropolitan,9758,17.9
760,Clifton Hill,3,u,1030000,1/07/2017,3068,Northern Metropolitan,2954,3.6
761,Clyde North,4,h,689000,1/07/2017,3978,Eastern Victoria,2987,43.4
762,Coburg,2,h,900000,1/07/2017,3058,Northern Metropolitan,11204,6.7
763,Coburg,2,u,620000,1/07/2017,3058,Northern Metropolitan,11204,6.7
764,Coburg,4,h,922000,1/07/2017,3058,Northern Metropolitan,11204,6.7
766,Coburg,3,h,1077000,1/07/2017,3058,Northern Metropolitan,11204,6.7
767,Coburg North,4,h,800000,1/07/2017,3058,Northern Metropolitan,3445,6.7
768,Coburg North,3,h,805000,1/07/2017,3058,Northern Metropolitan,3445,6.7
769,Craigieburn,4,h,665000,1/07/2017,3064,Northern Metropolitan,15510,20.6
770,Craigieburn,4,h,607000,1/07/2017,3064,Northern Metropolitan,15510,20.6
771,Craigieburn,3,h,515500,1/07/2017,3064,Northern Metropolitan,15510,20.6
772,Craigieburn,4,h,509500,1/07/2017,3064,Northern Metropolitan,15510,20.6
773,Craigieburn,3,h,660000,1/07/2017,3064,Northern Metropolitan,15510,20.6
774,Cranbourne,5,h,572000,1/07/2017,3977,South-Eastern Metropolitan,7680,34.7
775,Croydon,4,h,932000,1/07/2017,3136,Eastern Metropolitan,11925,23.0
776,Croydon,2,u,566100,1/07/2017,3136,Eastern Metropolitan,11925,23.0
777,Croydon,2,h,570000,1/07/2017,3136,Eastern Metropolitan,11925,23.0
778,Croydon,4,h,875000,1/07/2017,3136,Eastern Metropolitan,11925,23.0
