,Date,Suburb,Postcode,Distance,Type,Rooms,Price
597,1/04/2017,Sydenham,3037,18.0,h,4,547000
599,1/04/2017,Taylors Lakes,3038,15.5,h,4,645500
600,1/04/2017,Templestowe,3106,15.5,h,5,1952000
601,1/04/2017,Templestowe,3106,15.5,h,3,1175000
602,1/04/2017,Templestowe,3106,15.5,h,4,1750000
603,1/04/2017,Templestowe,3106,15.5,h,4,1380000
604,1/04/2017,Templestowe,3106,15.5,t,3,965000
605,1/04/2017,Templestowe Lower,3107,12.4,h,4,1051888
606,1/04/2017,Templestowe Lower,3107,12.4,h,5,1310000
607,1/04/2017,Templestowe Lower,3107,12.4,h,4,1150000
608,1/04/2017,Templestowe Lower,3107,12.4,h,4,1255000
609,1/04/2017,Templestowe Lower,3107,12.4,h,5,1351000
610,1/04/2017,Templestowe Lower,3107,12.4,h,3,1161500
611,1/04/2017,Thomastown,3074,15.3,h,3,580000
612,1/04/2017,Thomastown,3074,15.3,h,3,745000
613,1/04/2017,Thomastown,3074,15.3,h,3,576000
614,1/04/2017,Thomastown,3074,15.3,u,3,517000
615,1/04/2017,Thomastown,3074,15.3,h,3,525000
617,1/04/2017,Thornbury,3071,7.0,h,2,1260000
619,1/04/2017,Thornbury,3071,7.0,h,4,1651118
621,1/04/2017,Toorak,3142,4.1,u,2,580000
622,1/04/2017,Toorak,3142,4.1,u,2,1850000
624,1/04/2017,Toorak,3142,4.1,u,3,855000
625,1/04/2017,Toorak,3142,4.1,h,3,1600000
627,1/04/2017,Tullamarine,3043,12.9,h,4,695000
628,1/04/2017,Tullamarine,3043,12.9,h,3,560000
630,1/04/2017,Vermont South,3133,17.2,h,4,1120000
633,1/04/2017,Wantirna South,3152,14.7,h,4,921000
635,1/04/2017,Wantirna South,3152,14.7,h,5,1390000
637,1/04/2017,Warrandyte,3113,21.1,h,3,730000
638,1/04/2017,Werribee,3030,14.7,h,2,700000
639,1/04/2017,Werribee,3030,14.7,h,3,452000
641,1/04/2017,Werribee,3030,14.7,h,3,430000
642,1/04/2017,West Footscray,3012,6.4,h,3,720000
643,1/04/2017,West Footscray,3012,6.4,h,3,975000
644,1/04/2017,West Footscray,3012,6.4,h,2,930000
645,1/04/2017,West Melbourne,3003,3.1,u,1,315000
646,1/04/2017,Westmeadows,3049,16.5,t,2,470000
649,1/04/2017,Wheelers Hill,3150,16.7,h,4,1185000
651,1/04/2017,Wheelers Hill,3150,16.7,h,4,1050000
652,1/04/2017,Wheelers Hill,3150,16.7,h,3,1131000
653,1/04/2017,Williamstown,3016,6.8,h,5,1700000
654,1/04/2017,Williamstown,3016,6.8,h,3,1520000
655,1/04/2017,Williamstown,3016,6.8,h,3,1621000
656,1/04/2017,Windsor,3181,4.6,h,2,1670000
657,1/04/2017,Windsor,3181,4.6,u,2,652000
658,1/04/2017,Wollert,3750,25.5,h,4,660000
659,1/04/2017,Wollert,3750,25.5,h,4,567500
660,1/04/2017,Wollert,3750,25.5,h,3,472500
662,1/04/2017,Wyndham Vale,3024,27.2,h,3,380000
664,1/04/2017,Yarraville,3013,6.3,h,3,1381000
666,1/04/2017,Yarraville,3013,6.3,u,2,607500
667,1/04/2017,Yarraville,3013,6.3,h,3,1120000
668,1/04/2017,Yarraville,3013,6.3,h,2,802000
669,1/04/2017,Yarraville,3013,6.3,h,6,1550000
670,1/07/2017,Abbotsford,3067,3.0,h,3,1350000
671,1/07/2017,Airport West,3042,10.4,h,3,858000
672,1/07/2017,Airport West,3042,10.4,u,2,593000
673,1/07/2017,Airport West,3042,10.4,h,3,640000
674,1/07/2017,Airport West,3042,10.4,h,3,961000
675,1/07/2017,Albert Park,3206,3.0,h,2,1535000
676,1/07/2017,Albion,3020,10.5,h,3,570000
677,1/07/2017,Alphington,3078,5.7,h,4,2345000
680,1/07/2017,Altona North,3025,9.4,h,3,900000
682,1/07/2017,Altona North,3025,9.4,t,2,650000
683,1/07/2017,Ardeer,3022,12.8,h,2,480000
684,1/07/2017,Armadale,3143,6.3,h,5,5200000
685,1/07/2017,Ascot Vale,3032,4.3,h,3,950000
687,1/07/2017,Ashwood,3147,10.2,h,3,1225000
688,1/07/2017,Attwood,3049,16.5,h,5,1025000
689,1/07/2017,Avondale Heights,3034,9.5,u,3,622000
690,1/07/2017,Avondale Heights,3034,9.5,h,3,825000
691,1/07/2017,Balwyn,3103,7.9,h,4,1475000
692,1/07/2017,Balwyn,3103,7.9,h,5,3050000
694,1/07/2017,Balwyn North,3104,9.7,h,5,2160000
695,1/07/2017,Balwyn North,3104,9.7,t,3,1050000
697,1/07/2017,Balwyn North,3104,9.7,h,3,1275000
698,1/07/2017,Bayswater,3153,23.2,t,3,640000
699,1/07/2017,Bayswater North,3153,23.2,u,3,500000
700,1/07/2017,Bayswater North,3153,23.2,h,4,825000
702,1/07/2017,Beaumaris,3193,17.3,u,2,800000
703,1/07/2017,Beaumaris,3193,17.3,h,4,1221000
704,1/07/2017,Beaumaris,3193,17.3,h,4,1800000
706,1/07/2017,Beaumaris,3193,17.3,h,4,1823000
707,1/07/2017,Beaumaris,3193,17.3,h,6,2000000
708,1/07/2017,Bentleigh,3204,11.4,h,3,1365000
709,1/07/2017,Bentleigh,3204,11.4,h,3,1045000
710,1/07/2017,Bentleigh East,3165,13.8,h,5,1220000
711,1/07/2017,Berwick,3806,35.2,h,4,627500
712,1/07/2017,Blackburn,3130,13.4,u,3,1095000
714,1/07/2017,Blackburn South,3130,13.4,h,3,1020000
716,1/07/2017,Boronia,3155,25.0,h,3,642000
717,1/07/2017,Briar Hill,3088,16.1,h,3,840000
718,1/07/2017,Brighton,3186,10.5,h,3,2650000
719,1/07/2017,Brighton,3186,10.5,u,1,380000
720,1/07/2017,Brighton,3186,10.5,h,5,3250000
721,1/07/2017,Brighton East,3187,10.3,t,4,1731000
722,1/07/2017,Broadmeadows,3047,14.0,t,3,465000
723,1/07/2017,Broadmeadows,3047,14.0,h,3,518500
724,1/07/2017,Brooklyn,3012,6.4,u,3,665000
725,1/07/2017,Brunswick,3056,5.2,u,2,692000
726,1/07/2017,Brunswick East,3057,4.0,h,2,1305000
728,1/07/2017,Brunswick West,3055,5.2,h,3,1100000
729,1/07/2017,Brunswick West,3055,5.2,h,2,573000
730,1/07/2017,Bulleen,3105,10.8,h,3,1060000
732,1/07/2017,Bundoora,3083,12.1,h,3,805000
733,1/07/2017,Bundoora,3083,12.1,h,3,682000
734,1/07/2017,Bundoora,3083,12.1,t,3,510000
735,1/07/2017,Burnside Heights,3023,14.8,h,3,535000
736,1/07/2017,Burwood East,3151,14.7,h,4,1088000
737,1/07/2017,Burwood East,3151,14.7,h,3,1180000
738,1/07/2017,Cairnlea,3023,14.8,h,3,630000
739,1/07/2017,Camberwell,3124,7.7,u,2,677000
741,1/07/2017,Camberwell,3124,7.7,u,2,670000
742,1/07/2017,Camberwell,3124,7.7,t,3,1320000
743,1/07/2017,Canterbury,3126,8.4,u,2,816000
744,1/07/2017,Carlton,3053,1.6,u,1,350000
745,1/07/2017,Carlton,3053,1.6,u,2,620000
746,1/07/2017,Carlton,3053,1.6,h,3,1760000
747,1/07/2017,Carnegie,3163,10.1,u,1,300000
748,1/07/2017,Caroline Springs,3023,14.8,h,3,545000
749,1/07/2017,Caulfield South,3162,8.7,h,4,1800000
750,1/07/2017,Caulfield South,3162,8.7,u,2,1091500
752,1/07/2017,Cheltenham,3192,17.9,h,5,1140000
753,1/07/2017,Cheltenham,3192,17.9,t,3,950000
754,1/07/2017,Cheltenham,3192,17.9,h,2,1171000
755,1/07/2017,Cheltenham,3192,17.9,u,2,425000
756,1/07/2017,Cheltenham,3192,17.9,h,3,1116000
760,1/07/2017,Clifton Hill,3068,3.6,u,3,1030000
761,1/07/2017,Clyde North,3978,43.4,h,4,689000
762,1/07/2017,Coburg,3058,6.7,h,2,900000
763,1/07/2017,Coburg,3058,6.7,u,2,620000
764,1/07/2017,Coburg,3058,6.7,h,4,922000
766,1/07/2017,Coburg,3058,6.7,h,3,1077000
767,1/07/2017,Coburg North,3058,6.7,h,4,800000
768,1/07/2017,Coburg North,3058,6.7,h,3,805000
769,1/07/2017,Craigieburn,3064,20.6,h,4,665000
770,1/07/2017,Craigieburn,3064,20.6,h,4,607000
771,1/07/2017,Craigieburn,3064,20.6,h,3,515500
772,1/07/2017,Craigieburn,3064,20.6,h,4,509500
773,1/07/2017,Craigieburn,3064,20.6,h,3,660000
774,1/07/2017,Cranbourne,3977,34.7,h,5,572000
775,1/07/2017,Croydon,3136,23.0,h,4,932000
776,1/07/2017,Croydon,3136,23.0,u,2,566100
777,1/07/2017,Croydon,3136,23.0,h,2,570000
778,1/07/2017,Croydon,3136,23.0,h,4,875000
780,1/07/2017,Croydon North,3136,23.0,h,4,810000
781,1/07/2017,Dandenong,3175,24.7,h,3,585000
782,1/07/2017,Dandenong,3175,24.7,u,2,348000
783,1/07/2017,Dandenong North,3175,24.7,h,3,627000
784,1/07/2017,Dandenong North,3175,24.7,h,3,760000
785,1/07/2017,Diamond Creek,3089,21.8,h,2,621000
786,1/07/2017,Dingley Village,3172,22.2,u,2,612000
787,1/07/2017,Doncaster,3108,12.4,t,3,840000
788,1/07/2017,Doncaster,3108,12.4,t,3,945000
789,1/07/2017,Doncaster East,3109,14.3,h,6,1856000
790,1/07/2017,Donvale,3111,16.1,h,7,2705000
791,1/07/2017,Donvale,3111,16.1,t,3,818000
792,1/07/2017,Donvale,3111,16.1,h,3,852000
793,1/07/2017,Doreen,3754,25.9,h,3,530500
796,1/07/2017,Edithvale,3196,27.0,h,3,1092000
797,1/07/2017,Eltham,3095,18.0,h,3,975000
798,1/07/2017,Eltham,3095,18.0,h,3,805000
799,1/07/2017,Eltham North,3095,18.0,h,4,770000
803,1/07/2017,Elwood,3184,7.2,u,1,425000
807,1/07/2017,Epping,3076,19.6,h,4,940000
808,1/07/2017,Epping,3076,19.6,u,2,437000
809,1/07/2017,Epping,3076,19.6,h,5,660000
810,1/07/2017,Essendon,3040,7.5,h,3,1325000
811,1/07/2017,Essendon,3040,7.5,u,1,310000
812,1/07/2017,Essendon,3040,7.5,t,3,864000
813,1/07/2017,Essendon,3040,7.5,u,1,291000
814,1/07/2017,Essendon West,3040,7.5,h,3,750000
816,1/07/2017,Essendon West,3040,7.5,h,5,2200000
817,1/07/2017,Eumemmerring,3177,28.8,h,3,515000
818,1/07/2017,Eumemmerring,3177,28.8,h,3,580000
819,1/07/2017,Fairfield,3078,5.7,h,3,1550000
820,1/07/2017,Fawkner,3060,13.1,h,2,672000
821,1/07/2017,Fawkner,3060,13.1,h,3,720000
822,1/07/2017,Ferntree Gully,3156,24.8,u,2,414000
823,1/07/2017,Fitzroy North,3068,3.6,h,2,1350000
824,1/07/2017,Fitzroy North,3068,3.6,h,3,1852000
825,1/07/2017,Fitzroy North,3068,3.6,h,2,1100000
827,1/07/2017,Footscray,3011,5.1,t,3,815000
828,1/07/2017,Footscray,3011,5.1,u,1,170000
829,1/07/2017,Forest Hill,3131,15.4,h,4,1372000
830,1/07/2017,Forest Hill,3131,15.4,t,3,850500
831,1/07/2017,Frankston,3199,38.0,u,2,400000
832,1/07/2017,Frankston,3199,38.0,h,3,640000
834,1/07/2017,Frankston North,3200,36.9,h,3,611000
836,1/07/2017,Frankston South,3199,38.0,h,3,755000
837,1/07/2017,Gisborne,3437,45.9,h,4,521000
838,1/07/2017,Gladstone Park,3043,12.9,h,3,625000
839,1/07/2017,Gladstone Park,3043,12.9,h,3,650000
840,1/07/2017,Glen Iris,3146,7.3,h,4,1910000
841,1/07/2017,Glen Iris,3146,7.3,t,3,1900000
842,1/07/2017,Glen Iris,3146,7.3,u,2,500000
843,1/07/2017,Glen Iris,3146,7.3,u,2,523000
845,1/07/2017,Glen Waverley,3150,16.7,h,4,1250000
848,1/07/2017,Glenroy,3046,11.2,t,2,460000
849,1/07/2017,Glenroy,3046,11.2,t,3,600000
850,1/07/2017,Glenroy,3046,11.2,t,3,595000
852,1/07/2017,Glenroy,3046,11.2,t,3,525000
853,1/07/2017,Glenroy,3046,11.2,h,3,847000
854,1/07/2017,Greensborough,3088,16.1,h,6,990000
855,1/07/2017,Greensborough,3088,16.1,h,3,645000
856,1/07/2017,Greensborough,3088,16.1,t,3,880000
857,1/07/2017,Greensborough,3088,16.1,u,2,695000
858,1/07/2017,Greenvale,3059,20.4,h,3,630000
860,1/07/2017,Hadfield,3046,11.2,u,2,500000
861,1/07/2017,Hallam,3803,32.3,h,3,662500
862,1/07/2017,Hampton,3188,13.8,u,3,1210000
863,1/07/2017,Hampton,3188,13.8,t,3,1910000
865,1/07/2017,Hampton East,3188,13.8,h,3,1140000
868,1/07/2017,Hawthorn,3122,5.3,u,1,395000
869,1/07/2017,Hawthorn,3122,5.3,u,3,1000000
870,1/07/2017,Hawthorn,3122,5.3,u,2,450000
871,1/07/2017,Hawthorn,3122,5.3,h,4,2900000
872,1/07/2017,Hawthorn,3122,5.3,u,2,820000
874,1/07/2017,Healesville,3777,45.2,h,3,650000
880,1/07/2017,Heidelberg Heights,3081,8.8,h,3,790000
881,1/07/2017,Heidelberg Heights,3081,8.8,h,2,780000
882,1/07/2017,Heidelberg West,3081,8.8,h,3,726500
883,1/07/2017,Heidelberg West,3081,8.8,h,3,710000
886,1/07/2017,Highett,3190,16.0,u,2,645000
887,1/07/2017,Hillside,3037,18.0,h,5,650500
888,1/07/2017,Hoppers Crossing,3029,18.4,h,3,471000
889,1/07/2017,Hoppers Crossing,3029,18.4,h,3,683000
890,1/07/2017,Hoppers Crossing,3029,18.4,h,3,440000
892,1/07/2017,Huntingdale,3166,12.3,h,3,750000
895,1/07/2017,Jacana,3047,14.0,h,4,650000
896,1/07/2017,Jacana,3047,14.0,t,2,390000
897,1/07/2017,Keilor Downs,3038,15.5,h,3,506000
898,1/07/2017,Keilor Downs,3038,15.5,h,3,810000
899,1/07/2017,Keilor Downs,3038,15.5,h,3,735000
900,1/07/2017,Keilor Downs,3038,15.5,h,3,595000
901,1/07/2017,Keilor Downs,3038,15.5,h,3,605000
902,1/07/2017,Keilor East,3033,11.7,t,2,520000
903,1/07/2017,Keilor Lodge,3038,15.5,h,4,640000
904,1/07/2017,Kensington,3031,3.4,t,3,967000
905,1/07/2017,Kensington,3031,3.4,h,2,850000
906,1/07/2017,Kensington,3031,3.4,t,1,500000
907,1/07/2017,Kensington,3031,3.4,u,2,535000
908,1/07/2017,Kew,3101,5.4,h,2,758000
910,1/07/2017,Kew,3101,5.4,h,3,975000
911,1/07/2017,Kew East,3102,7.3,u,2,862000
912,1/07/2017,Keysborough,3173,25.2,h,4,965000
913,1/07/2017,Keysborough,3173,25.2,h,4,761000
914,1/07/2017,Kings Park,3021,14.0,h,3,520000
915,1/07/2017,Kings Park,3021,14.0,h,3,530000
917,1/07/2017,Kingsville,3012,6.4,h,3,1020000
918,1/07/2017,Kingsville,3012,6.4,u,1,210000
919,1/07/2017,Lalor,3075,16.3,h,4,750000
920,1/07/2017,Lalor,3075,16.3,h,3,635000
921,1/07/2017,Lalor,3075,16.3,u,2,410000
922,1/07/2017,Lalor,3075,16.3,h,5,675000
923,1/07/2017,Lower Plenty,3093,14.6,h,5,880000
924,1/07/2017,Lynbrook,3975,33.8,h,3,597500
925,1/07/2017,MacLeod,3085,12.7,u,3,640000
926,1/07/2017,Maidstone,3012,6.4,u,1,280000
927,1/07/2017,Maidstone,3012,6.4,t,2,520000
928,1/07/2017,Maidstone,3012,6.4,t,3,895000
929,1/07/2017,Maidstone,3012,6.4,t,3,660000
931,1/07/2017,Malvern East,3145,8.4,h,3,2110000
933,1/07/2017,Maribyrnong,3032,4.3,h,3,1050000
936,1/07/2017,Melton,3337,31.7,h,4,320000
937,1/07/2017,Melton,3337,31.7,h,3,480000
938,1/07/2017,Melton South,3338,29.8,h,3,365000
940,1/07/2017,Mentone,3194,20.0,t,2,705000
941,1/07/2017,Mernda,3754,25.9,h,4,670000
943,1/07/2017,Mernda,3754,25.9,h,4,520500
945,1/07/2017,Mill Park,3082,17.9,u,2,460000
946,1/07/2017,Mill Park,3082,17.9,h,3,610000
947,1/07/2017,Mitcham,3132,17.2,h,3,950000
948,1/07/2017,Mitcham,3132,17.2,t,3,715000
949,1/07/2017,Mitcham,3132,17.2,t,3,970000
950,1/07/2017,Mont Albert,3127,10.2,h,5,2200000
951,1/07/2017,Mont Albert,3127,10.2,h,4,2320000
952,1/07/2017,Mont Albert,3127,10.2,h,4,2752000
953,1/07/2017,Montmorency,3094,16.2,h,3,655000
954,1/07/2017,Montmorency,3094,16.2,h,3,960000
956,1/07/2017,Moonee Ponds,3039,6.2,h,4,1810000
957,1/07/2017,Moonee Ponds,3039,6.2,h,2,1020000
958,1/07/2017,Moonee Ponds,3039,6.2,h,2,1250000
959,1/07/2017,Moorabbin,3189,14.3,h,3,1175000
960,1/07/2017,Mordialloc,3195,21.5,h,4,800000
961,1/07/2017,Mordialloc,3195,21.5,h,4,1225000
962,1/07/2017,Mount Waverley,3149,14.2,h,6,1200000
964,1/07/2017,Mount Waverley,3149,14.2,h,3,1205000
965,1/07/2017,Mount Waverley,3149,14.2,h,4,1720000
966,1/07/2017,Mount Waverley,3149,14.2,h,5,1600000
967,1/07/2017,Mount Waverley,3149,14.2,h,3,944000
968,1/07/2017,Mount Waverley,3149,14.2,h,3,1385000
969,1/07/2017,Mount Waverley,3149,14.2,h,3,1280000
970,1/07/2017,Mount Waverley,3149,14.2,h,3,2000000
972,1/07/2017,Narre Warren,3805,34.1,h,3,650000
973,1/07/2017,Narre Warren,3805,34.1,h,3,655000
974,1/07/2017,Narre Warren,3805,34.1,h,3,580000
975,1/07/2017,Newport,3015,6.2,h,2,710000
976,1/07/2017,Newport,3015,6.2,u,2,335000
977,1/07/2017,Newport,3015,6.2,h,3,1330000
978,1/07/2017,Noble Park,3174,22.7,u,2,466500
980,1/07/2017,North Melbourne,3051,1.8,u,2,550000
981,1/07/2017,North Melbourne,3051,1.8,h,2,962000
982,1/07/2017,North Melbourne,3051,1.8,t,2,936000
983,1/07/2017,North Melbourne,3051,1.8,u,2,580000
984,1/07/2017,Northcote,3070,5.3,h,4,1900000
985,1/07/2017,Northcote,3070,5.3,h,3,1605000
986,1/07/2017,Northcote,3070,5.3,h,3,1415000
987,1/07/2017,Northcote,3070,5.3,u,2,390000
988,1/07/2017,Nunawading,3131,15.4,u,2,637000
989,1/07/2017,Nunawading,3131,15.4,h,4,1100000
990,1/07/2017,Nunawading,3131,15.4,h,3,926000
991,1/07/2017,Oak Park,3046,11.2,t,2,610000
992,1/07/2017,Oak Park,3046,11.2,u,3,700000
993,1/07/2017,Oakleigh East,3166,12.3,h,5,1525000
994,1/07/2017,Oakleigh East,3166,12.3,h,6,1900000
998,1/07/2017,Ormond,3204,11.4,u,1,454000
999,1/07/2017,Ormond,3204,11.4,u,2,562000
1000,1/07/2017,Parkdale,3195,21.5,t,3,1000000
1001,1/07/2017,Parkdale,3195,21.5,h,3,985000
1002,1/07/2017,Parkdale,3195,21.5,h,3,820000
1003,1/07/2017,Pascoe Vale,3044,8.5,h,3,870000
1004,1/07/2017,Pascoe Vale,3044,8.5,h,3,800000
1005,1/07/2017,Pascoe Vale,3044,8.5,h,5,1501000
1007,1/07/2017,Pascoe Vale,3044,8.5,h,3,1663000
1008,1/07/2017,Pascoe Vale,3044,8.5,h,4,780000
1010,1/07/2017,Point Cook,3030,14.7,h,5,660000
1013,1/07/2017,Point Cook,3030,14.7,h,4,663500
1014,1/07/2017,Port Melbourne,3207,3.5,u,3,1631000
1015,1/07/2017,Port Melbourne,3207,3.5,h,3,1665000
1016,1/07/2017,Port Melbourne,3207,3.5,h,4,2450000
1017,1/07/2017,Prahran,3181,4.6,u,1,399000
1018,1/07/2017,Prahran,3181,4.6,u,2,1240000
1019,1/07/2017,Preston,3072,8.4,h,3,727500
1021,1/07/2017,Preston,3072,8.4,t,3,965000
1022,1/07/2017,Princes Hill,3054,3.5,h,2,2530000
1023,1/07/2017,Princes Hill,3054,3.5,h,3,1930000
1024,1/07/2017,Reservoir,3073,12.0,h,3,840000
1025,1/07/2017,Reservoir,3073,12.0,h,2,560000
1027,1/07/2017,Reservoir,3073,12.0,h,4,900000
1028,1/07/2017,Reservoir,3073,12.0,h,3,680500
1029,1/07/2017,Reservoir,3073,12.0,h,4,902000
1030,1/07/2017,Reservoir,3073,12.0,h,3,825000
1031,1/07/2017,Reservoir,3073,12.0,h,3,801000
1032,1/07/2017,Reservoir,3073,12.0,t,2,668500
1033,1/07/2017,Richmond,3121,2.4,h,2,1165000
1034,1/07/2017,Richmond,3121,2.4,u,1,390000
1035,1/07/2017,Richmond,3121,2.4,u,2,890500
1037,1/07/2017,Richmond,3121,2.4,h,3,1310000
1038,1/07/2017,Richmond,3121,2.4,u,1,458000
1039,1/07/2017,Richmond,3121,2.4,h,2,1442000
1040,1/07/2017,Richmond,3121,2.4,h,4,2200000
1042,1/07/2017,Ringwood,3134,19.9,h,3,750000
1045,1/07/2017,Ringwood East,3135,21.3,u,2,560000
1046,1/07/2017,Rockbank,3335,23.8,h,2,340000
1047,1/07/2017,Rosanna,3084,8.9,h,3,1101000
1049,1/07/2017,Rowville,3178,23.5,h,5,870000
1051,1/07/2017,Roxburgh Park,3064,20.6,h,3,420000
1052,1/07/2017,Sandringham,3191,15.2,u,2,643500
1053,1/07/2017,Seabrook,3028,15.5,h,3,625000
1054,1/07/2017,Seaford,3198,35.4,h,3,610000
1055,1/07/2017,Seaford,3198,35.4,h,3,565000
1056,1/07/2017,Seaford,3198,35.4,u,3,572000
1057,1/07/2017,Seaholme,3018,11.0,t,4,1090000
1058,1/07/2017,Seaholme,3018,11.0,t,2,455000
1059,1/07/2017,Seddon,3011,5.1,h,2,750000
1060,1/07/2017,Seddon,3011,5.1,h,2,850000
1061,1/07/2017,Skye,3977,34.7,h,4,640000
1063,1/07/2017,South Melbourne,3205,1.9,h,2,1030000
1064,1/07/2017,South Morang,3752,20.5,h,4,600000
1067,1/07/2017,South Morang,3752,20.5,u,3,386000
1068,1/07/2017,South Yarra,3141,2.7,u,2,857000
1070,1/07/2017,South Yarra,3141,2.7,h,2,1160000
1072,1/07/2017,South Yarra,3141,2.7,u,3,1235000
1073,1/07/2017,Springvale,3171,20.8,h,3,752500
1076,1/07/2017,St Albans,3021,14.0,h,3,565000
1077,1/07/2017,St Albans,3021,14.0,t,3,500000
1078,1/07/2017,St Albans,3021,14.0,h,3,610000
1079,1/07/2017,St Albans,3021,14.0,t,2,445000
1081,1/07/2017,St Helena,3088,16.1,h,4,801000
1082,1/07/2017,St Kilda,3182,5.0,u,1,350000
1083,1/07/2017,St Kilda,3182,5.0,u,2,525000
1084,1/07/2017,St Kilda,3182,5.0,u,1,517500
1085,1/07/2017,St Kilda,3182,5.0,u,2,365000
1086,1/07/2017,St Kilda,3182,5.0,u,2,460000
1087,1/07/2017,Strathmore,3041,8.2,h,4,1725000
1088,1/07/2017,Strathmore,3041,8.2,h,2,646000
1089,1/07/2017,Strathmore,3041,8.2,h,4,1190000
1090,1/07/2017,Strathmore Heights,3041,8.2,h,2,635500
1091,1/07/2017,Sunbury,3429,31.7,h,4,580000
1092,1/07/2017,Sunbury,3429,31.7,h,3,413000
1093,1/07/2017,Sunbury,3429,31.7,h,3,420000
1094,1/07/2017,Sunbury,3429,31.7,h,3,650000
1095,1/07/2017,Sunshine,3020,10.5,t,3,525000
1096,1/07/2017,Sunshine North,3020,10.5,h,3,780000
1097,1/07/2017,Sunshine West,3020,10.5,h,4,765000
1098,1/07/2017,Surrey Hills,3127,10.2,h,4,1420000
1099,1/07/2017,Surrey Hills,3127,10.2,h,3,2100000
1100,1/07/2017,Surrey Hills,3127,10.2,h,3,1385000
1101,1/07/2017,Sydenham,3037,18.0,h,2,417000
1103,1/07/2017,Tarneit,3029,18.4,h,4,810000
1104,1/07/2017,Tarneit,3029,18.4,h,3,451500
1105,1/07/2017,Tarneit,3029,18.4,h,3,526000
1106,1/07/2017,Taylors Hill,3037,18.0,h,4,605500
1107,1/07/2017,Taylors Lakes,3038,15.5,u,3,500000
1108,1/07/2017,Taylors Lakes,3038,15.5,h,3,427500
1110,1/07/2017,Tecoma,3160,30.4,h,4,855000
1113,1/07/2017,Templestowe Lower,3107,12.4,h,5,1705000
1114,1/07/2017,The Basin,3154,27.0,h,3,551200
1117,1/07/2017,Thomastown,3074,15.3,u,3,542000
1120,1/07/2017,Thornbury,3071,7.0,h,4,2070000
1121,1/07/2017,Toorak,3142,4.1,h,6,2800000
1122,1/07/2017,Truganina,3029,18.4,t,2,385000
1123,1/07/2017,Tullamarine,3043,12.9,h,3,500000
1125,1/07/2017,Tullamarine,3043,12.9,h,4,821000
1126,1/07/2017,Vermont,3133,17.2,t,3,917000
1128,1/07/2017,Viewbank,3084,8.9,h,4,1115000
1129,1/07/2017,Viewbank,3084,8.9,h,3,905000
1131,1/07/2017,Wantirna,3152,14.7,h,2,450000
1132,1/07/2017,Wantirna South,3152,14.7,h,3,1015000
1135,1/07/2017,Werribee,3030,14.7,h,3,510000
1136,1/07/2017,Werribee,3030,14.7,h,4,645000
1137,1/07/2017,Werribee,3030,14.7,h,3,427000
1138,1/07/2017,Werribee,3030,14.7,h,3,600000
1139,1/07/2017,Werribee South,3030,14.7,h,2,355000
1140,1/07/2017,West Footscray,3012,6.4,h,3,845000
1141,1/07/2017,West Footscray,3012,6.4,h,2,876000
1143,1/07/2017,Westmeadows,3049,16.5,h,3,578000
1144,1/07/2017,Williams Landing,3027,17.6,h,4,510000
1145,1/07/2017,Wollert,3750,25.5,u,2,390000
1146,1/07/2017,Wollert,3750,25.5,h,4,525000
1147,1/07/2017,Wyndham Vale,3024,27.2,h,3,480000
1148,1/07/2017,Wyndham Vale,3024,27.2,h,3,471100
1149,1/07/2017,Yarraville,3013,6.3,h,4,1000000
1150,1/07/2017,Yarraville,3013,6.3,h,3,1240000
1151,1/07/2017,Yarraville,3013,6.3,h,3,1115000
1153,1/09/2018,Airport West,3042,10.4,h,3,750000
1154,1/09/2018,Airport West,3042,10.4,u,3,685000
1158,1/09/2018,Alphington,3078,5.7,u,2,520000
1161,1/09/2018,Ascot Vale,3032,4.3,h,2,1015000
1162,1/09/2018,Ashburton,3147,10.2,h,4,1450000
1166,1/09/2018,Aspendale Gardens,3195,21.5,h,3,800000
1167,1/09/2018,Aspendale Gardens,3195,21.5,h,4,1034000
1168,1/09/2018,Balwyn,3103,7.9,t,3,1410000
1169,1/09/2018,Balwyn,3103,7.9,t,3,1500000
1171,1/09/2018,Balwyn North,3104,9.7,h,4,2740000
1172,1/09/2018,Balwyn North,3104,9.7,h,2,815000
1174,1/09/2018,Bayswater,3153,23.2,u,2,580000
1175,1/09/2018,Bayswater,3153,23.2,h,3,618000
1176,1/09/2018,Beaumaris,3193,17.3,u,2,830000
1177,1/09/2018,Beaumaris,3193,17.3,h,4,1400000
1178,1/09/2018,Beaumaris,3193,17.3,h,4,1200000
1179,1/09/2018,Beaumaris,3193,17.3,h,3,1400000
1180,1/09/2018,Beaumaris,3193,17.3,h,4,2305000
1182,1/09/2018,Bentleigh,3204,11.4,h,3,1710000
1184,1/09/2018,Bentleigh,3204,11.4,h,3,1380000
1185,1/09/2018,Bentleigh,3204,11.4,t,3,1280000
1186,1/09/2018,Bentleigh,3204,11.4,h,4,1900000
1187,1/09/2018,Bentleigh,3204,11.4,h,5,2645000
1188,1/09/2018,Bentleigh East,3165,13.8,t,3,892500
1189,1/09/2018,Bentleigh East,3165,13.8,h,3,1235000
1190,1/09/2018,Bentleigh East,3165,13.8,h,4,1145000
1191,1/09/2018,Bentleigh East,3165,13.8,h,3,1000000
1192,1/09/2018,Bentleigh East,3165,13.8,t,4,1205000
