,Date,Suburb,Postcode,Latitude,Longtitude,Distance,Type,Rooms,Bedroom,Bathroom,Car,Landsize,Price
495,4/06/2016,Ascot Vale,3032,-37.7776,144.9142,5.9,h,2,2,1,1,214,710000
496,4/06/2016,Ascot Vale,3032,-37.7721,144.9184,5.9,h,6,6,3,2,1014,2425000
497,4/06/2016,Ascot Vale,3032,-37.7745,144.9093,5.9,h,2,2,1,1,226,750000
499,6/08/2016,Ascot Vale,3032,-37.7748,144.929,5.9,h,2,2,1,1,269,1053000
500,6/08/2016,Ascot Vale,3032,-37.7756,144.9208,5.9,h,3,3,1,1,417,1377000
501,7/05/2016,Ascot Vale,3032,-37.7759,144.91,5.9,h,3,3,1,2,350,970000
502,7/05/2016,Ascot Vale,3032,-37.773,144.9049,5.9,h,2,2,1,1,330,940000
503,7/05/2016,Ascot Vale,3032,-37.7807,144.9288,5.9,h,2,2,1,1,118,751000
504,7/05/2016,Ascot Vale,3032,-37.7731,144.9206,5.9,h,2,2,1,1,173,950000
506,7/11/2016,Ascot Vale,3032,-37.7718,144.9066,5.9,u,2,2,1,2,228,685000
508,8/10/2016,Ascot Vale,3032,-37.7819,144.9064,5.9,h,3,4,1,2,594,1230000
509,8/10/2016,Ascot Vale,3032,-37.7738,144.9345,5.9,h,2,2,1,1,0,636500
510,8/10/2016,Ascot Vale,3032,-37.7746,144.9112,5.9,h,3,3,1,0,317,910000
512,10/09/2016,Ascot Vale,3032,-37.7774,144.9186,5.9,h,2,2,1,1,226,770000
514,10/12/2016,Ascot Vale,3032,-37.7778,144.9065,5.9,h,3,3,2,2,229,960000
515,10/12/2016,Ascot Vale,3032,-37.7766,144.9143,5.9,h,4,4,1,1,300,890000
516,10/12/2016,Ascot Vale,3032,-37.7732,144.9206,5.9,h,2,2,1,1,170,965000
519,11/02/2017,Ascot Vale,3032,-37.7725,144.9146,5.9,h,3,3,1,1,487,1440000
520,11/03/2017,Ascot Vale,3032,-37.7825,144.9208,5.9,h,2,2,1,0,255,955000
521,12/11/2016,Ascot Vale,3032,-37.7731,144.9074,5.9,u,2,2,1,1,0,450000
522,12/11/2016,Ascot Vale,3032,-37.781,144.9207,5.9,h,3,3,1,2,431,801000
525,12/11/2016,Ascot Vale,3032,-37.7746,144.9031,5.9,h,3,3,2,2,440,1000000
526,12/11/2016,Ascot Vale,3032,-37.7737,144.904,5.9,h,3,3,2,2,532,1435000
527,12/11/2016,Ascot Vale,3032,-37.7723,144.9094,5.9,u,1,1,1,1,0,390000
528,13/08/2016,Ascot Vale,3032,-37.7821,144.9055,5.9,h,3,3,2,2,495,1425000
530,14/05/2016,Ascot Vale,3032,-37.775,144.932,5.9,h,4,3,2,2,683,1340000
531,14/05/2016,Ascot Vale,3032,-37.7753,144.9116,5.9,h,3,3,1,1,263,955000
533,15/10/2016,Ascot Vale,3032,-37.7791,144.9136,5.9,h,4,4,2,5,559,1100000
534,15/10/2016,Ascot Vale,3032,-37.7759,144.9338,5.9,h,3,3,2,2,308,1255000
536,15/10/2016,Ascot Vale,3032,-37.773,144.9303,5.9,u,2,2,1,1,0,432000
537,16/04/2016,Ascot Vale,3032,-37.782,144.903,5.9,h,4,4,3,2,562,1640000
538,16/04/2016,Ascot Vale,3032,-37.78,144.9295,5.9,h,6,4,2,1,461,1430000
539,16/04/2016,Ascot Vale,3032,-37.7791,144.914,5.9,u,2,2,1,1,301,610000
540,16/04/2016,Ascot Vale,3032,-37.7727,144.9136,5.9,h,3,3,3,1,491,940000
541,16/07/2016,Ascot Vale,3032,-37.7765,144.9114,5.9,h,3,3,1,1,242,890000
543,17/09/2016,Ascot Vale,3032,-37.7742,144.906,5.9,h,3,3,2,2,617,1180000
544,17/09/2016,Ascot Vale,3032,-37.7757,144.9088,5.9,h,4,4,2,2,597,1480000
545,18/03/2017,Ascot Vale,3032,-37.7734,144.9191,5.9,h,2,2,1,1,387,1150000
546,18/03/2017,Ascot Vale,3032,-37.7828,144.9049,5.9,h,3,3,1,3,575,1350000
547,18/03/2017,Ascot Vale,3032,-37.7778,144.9261,5.9,h,5,5,2,2,521,1905000
548,18/03/2017,Ascot Vale,3032,-37.7713,144.9038,5.9,t,2,2,2,1,146,865000
549,18/06/2016,Ascot Vale,3032,-37.7712,144.9088,5.9,t,2,2,2,1,113,705000
550,18/06/2016,Ascot Vale,3032,-37.7733,144.9219,5.9,u,2,2,1,1,0,442000
551,19/11/2016,Ascot Vale,3032,-37.7786,144.9141,5.9,u,2,2,2,1,0,540000
552,19/11/2016,Ascot Vale,3032,-37.7779,144.9133,5.9,h,3,3,1,2,506,1037500
553,19/11/2016,Ascot Vale,3032,-37.7744,144.9035,5.9,t,3,3,2,2,318,1050000
555,19/11/2016,Ascot Vale,3032,-37.7749,144.9137,5.9,u,2,2,1,1,0,440000
556,19/11/2016,Ascot Vale,3032,-37.7722,144.9117,5.9,h,2,2,1,1,325,1010000
557,22/05/2016,Ascot Vale,3032,-37.7766,144.9187,5.9,h,4,4,2,0,418,1430000
558,22/05/2016,Ascot Vale,3032,-37.7779,144.9137,5.9,u,2,2,1,1,0,570000
559,22/05/2016,Ascot Vale,3032,-37.7728,144.9169,5.9,u,2,2,1,1,0,690000
562,23/04/2016,Ascot Vale,3032,-37.7766,144.9185,5.9,h,3,3,1,2,414,1291000
564,23/04/2016,Ascot Vale,3032,-37.7774,144.928,5.9,h,3,3,2,1,272,1130000
565,24/09/2016,Ascot Vale,3032,-37.777,144.9176,5.9,h,3,3,1,1,296,1135000
566,24/09/2016,Ascot Vale,3032,-37.7778,144.9131,5.9,h,4,4,2,1,298,950000
567,24/09/2016,Ascot Vale,3032,-37.7722,144.9163,5.9,u,3,3,2,1,0,790000
569,25/02/2017,Ascot Vale,3032,-37.7731,144.9074,5.9,u,2,2,1,1,1957,390000
570,25/02/2017,Ascot Vale,3032,-37.7769,144.9138,5.9,h,4,4,1,1,552,1345000
572,25/02/2017,Ascot Vale,3032,-37.7727,144.9055,5.9,h,3,3,2,2,416,1381500
573,26/07/2016,Ascot Vale,3032,-37.7778,144.9061,5.9,h,3,3,2,2,285,940000
574,26/07/2016,Ascot Vale,3032,-37.7778,144.9042,5.9,h,3,3,2,1,314,995000
575,26/07/2016,Ascot Vale,3032,-37.7728,144.9076,5.9,h,3,3,1,3,536,1050000
576,26/07/2016,Ascot Vale,3032,-37.7816,144.9217,5.9,h,3,3,2,1,576,786000
577,27/06/2016,Ascot Vale,3032,-37.7825,144.9206,5.9,h,2,2,1,3,252,705000
579,27/06/2016,Ascot Vale,3032,-37.7807,144.9285,5.9,h,2,2,1,1,124,760000
580,27/06/2016,Ascot Vale,3032,-37.7723,144.9094,5.9,u,3,3,1,3,0,487500
582,27/11/2016,Ascot Vale,3032,-37.7766,144.9277,5.9,t,3,3,2,2,200,1000000
583,27/11/2016,Ascot Vale,3032,-37.7775,144.913,5.9,h,4,4,2,1,349,1110000
584,27/11/2016,Ascot Vale,3032,-37.7765,144.9132,5.9,h,4,4,1,4,664,1300000
585,27/11/2016,Ascot Vale,3032,-37.7767,144.9125,5.9,h,3,3,1,1,555,1060000
586,27/11/2016,Ascot Vale,3032,-37.7767,144.9124,5.9,h,3,3,2,2,459,1410000
587,28/05/2016,Ascot Vale,3032,-37.7768,144.9223,5.9,h,3,2,1,1,278,1305000
588,28/05/2016,Ascot Vale,3032,-37.7738,144.9215,5.9,h,3,3,2,1,254,932500
589,28/08/2016,Ascot Vale,3032,-37.7792,144.9297,5.9,h,3,3,1,0,216,965000
590,28/08/2016,Ascot Vale,3032,-37.7762,144.9174,5.9,h,3,3,1,1,452,1215000
591,28/08/2016,Ascot Vale,3032,-37.7772,144.9118,5.9,u,2,2,1,2,194,545000
594,30/07/2016,Ascot Vale,3032,-37.7774,144.9104,5.9,h,4,4,2,4,598,1705000
595,30/07/2016,Ascot Vale,3032,-37.7756,144.921,5.9,h,3,2,1,1,194,970000
596,30/07/2016,Ascot Vale,3032,-37.7756,144.9105,5.9,h,2,2,1,1,407,925000
597,3/09/2016,Ashburton,3147,-37.8669,145.0767,11.0,h,4,4,3,2,753,2650000
599,3/12/2016,Ashburton,3147,-37.8673,145.0688,11.0,h,3,3,2,2,599,1670000
600,3/12/2016,Ashburton,3147,-37.8655,145.0807,11.0,t,3,3,2,2,203,955000
601,3/12/2016,Ashburton,3147,-37.874,145.0714,11.0,t,3,3,3,4,310,2050000
603,4/03/2017,Ashburton,3147,-37.8636,145.0794,11.0,u,2,2,1,1,710,500000
604,4/03/2017,Ashburton,3147,-37.869,145.0822,11.0,h,2,2,1,2,679,1575000
607,4/06/2016,Ashburton,3147,-37.8666,145.0676,11.0,h,3,3,2,2,731,1555000
614,8/10/2016,Ashburton,3147,-37.8699,145.0778,11.0,h,3,3,3,2,276,1100000
615,8/10/2016,Ashburton,3147,-37.8685,145.0786,11.0,h,3,3,1,2,583,1337000
616,10/09/2016,Ashburton,3147,-37.8729,145.0788,11.0,h,8,9,7,4,1472,2950000
617,10/09/2016,Ashburton,3147,-37.8612,145.0858,11.0,h,4,4,2,1,681,2215000
619,10/09/2016,Ashburton,3147,-37.8675,145.0668,11.0,h,3,3,2,2,516,1518000
620,10/12/2016,Ashburton,3147,-37.8695,145.084,11.0,h,3,3,1,2,806,1710000
623,10/12/2016,Ashburton,3147,-37.8599,145.0815,11.0,h,3,3,1,3,780,1655000
628,12/11/2016,Ashburton,3147,-37.86,145.0817,11.0,h,4,4,2,2,780,1550000
630,14/05/2016,Ashburton,3147,-37.8742,145.07,11.0,h,3,3,2,2,351,1662000
632,15/10/2016,Ashburton,3147,-37.8737,145.0695,11.0,h,3,3,2,3,702,1665000
635,16/04/2016,Ashburton,3147,-37.8745,145.0738,11.0,h,2,2,1,2,704,1445000
642,18/03/2017,Ashburton,3147,-37.8598,145.0796,11.0,h,5,5,5,2,755,3510000
645,18/06/2016,Ashburton,3147,-37.8709,145.0857,11.0,t,3,3,1,1,227,968000
646,19/11/2016,Ashburton,3147,-37.8655,145.0808,11.0,t,3,3,2,2,153,900000
648,22/05/2016,Ashburton,3147,-37.8605,145.0833,11.0,h,3,3,1,2,545,1500000
650,22/08/2016,Ashburton,3147,-37.8714,145.073,11.0,h,5,6,4,2,1075,2752000
654,22/08/2016,Ashburton,3147,-37.8653,145.0897,11.0,h,3,3,2,2,710,1500000
659,25/02/2017,Ashburton,3147,-37.8669,145.077,11.0,h,4,4,2,4,749,1800000
663,25/02/2017,Ashburton,3147,-37.8619,145.0879,11.0,h,3,3,2,3,724,1830000
665,27/06/2016,Ashburton,3147,-37.8703,145.0774,11.0,h,3,3,1,1,605,1415000
666,27/06/2016,Ashburton,3147,-37.872,145.0692,11.0,h,2,2,1,1,687,1440000
667,27/11/2016,Ashburton,3147,-37.8693,145.08,11.0,t,4,4,2,2,321,1250000
668,27/11/2016,Ashburton,3147,-37.8679,145.0781,11.0,h,3,3,1,2,583,1422000
669,27/11/2016,Ashburton,3147,-37.8724,145.0758,11.0,h,5,5,3,4,700,1600000
670,27/11/2016,Ashburton,3147,-37.8711,145.0746,11.0,h,4,4,2,3,696,1860000
671,27/11/2016,Ashburton,3147,-37.8624,145.0798,11.0,t,3,3,2,2,295,1710000
673,28/05/2016,Ashburton,3147,-37.8664,145.0772,11.0,h,4,4,2,2,514,1790000
674,28/05/2016,Ashburton,3147,-37.8715,145.0688,11.0,h,4,4,2,2,844,1950000
675,28/05/2016,Ashburton,3147,-37.8645,145.0797,11.0,h,3,3,1,2,637,1600000
676,28/08/2016,Ashburton,3147,-37.8752,145.0754,11.0,h,3,3,1,2,1063,1320000
677,28/08/2016,Ashburton,3147,-37.8636,145.0903,11.0,h,3,3,1,1,697,1650000
680,3/09/2016,Ashwood,3147,-37.8693,145.1082,12.2,h,2,2,1,1,583,995000
682,3/12/2016,Ashwood,3147,-37.867,145.1092,12.2,h,3,3,1,1,842,1250000
684,4/03/2017,Ashwood,3147,-37.8639,145.0968,12.2,u,3,3,2,2,467,1045000
685,4/03/2017,Ashwood,3147,-37.8716,145.0999,12.2,h,4,4,3,2,372,1200000
686,4/06/2016,Ashwood,3147,-37.8694,145.0944,12.2,h,2,2,1,2,695,1075000
688,6/08/2016,Ashwood,3147,-37.8647,145.1023,12.2,h,4,2,2,2,621,1500000
689,7/05/2016,Ashwood,3147,-37.8642,145.1109,12.2,h,3,3,1,2,723,1120000
690,7/11/2016,Ashwood,3147,-37.8662,145.109,12.2,t,2,2,1,2,367,700000
691,7/11/2016,Ashwood,3147,-37.8675,145.106,12.2,h,3,3,2,4,400,761000
692,8/10/2016,Ashwood,3147,-37.8651,145.1109,12.2,h,4,4,2,1,724,1270000
693,8/10/2016,Ashwood,3147,-37.8661,145.1013,12.2,h,4,4,2,2,526,1510000
694,10/09/2016,Ashwood,3147,-37.864,145.0972,12.2,h,3,3,1,1,792,1365000
695,10/12/2016,Ashwood,3147,-37.8621,145.1126,12.2,h,4,3,2,2,803,1100000
701,13/08/2016,Ashwood,3147,-37.8651,145.1107,12.2,h,4,4,3,2,724,1415000
702,14/05/2016,Ashwood,3147,-37.8711,145.1017,12.2,u,2,2,1,1,216,690000
703,15/10/2016,Ashwood,3147,-37.8621,145.1021,12.2,h,3,3,2,3,782,1631000
705,15/10/2016,Ashwood,3147,-37.8655,145.096,12.2,h,4,4,2,1,593,1500000
708,16/07/2016,Ashwood,3147,-37.8707,145.1036,12.2,h,3,2,1,2,772,1060000
710,17/09/2016,Ashwood,3147,-37.8637,145.1024,12.2,h,5,5,3,2,585,1529500
714,18/03/2017,Ashwood,3147,-37.8696,145.0962,12.2,u,2,2,1,1,153,600000
717,18/06/2016,Ashwood,3147,-37.8702,145.1042,12.2,u,2,2,1,1,72,535000
721,19/11/2016,Ashwood,3147,-37.8671,145.1117,12.2,h,3,3,1,1,557,785000
722,19/11/2016,Ashwood,3147,-37.8629,145.1097,12.2,h,4,4,2,2,766,1240000
724,22/08/2016,Ashwood,3147,-37.8709,145.102,12.2,u,2,2,1,2,192,700000
729,24/09/2016,Ashwood,3147,-37.8669,145.1106,12.2,h,4,4,2,1,727,1350000
730,24/09/2016,Ashwood,3147,-37.8683,145.1082,12.2,h,2,2,1,1,586,1110000
731,25/02/2017,Ashwood,3147,-37.858,145.1038,12.2,h,3,3,1,1,760,1305000
733,25/02/2017,Ashwood,3147,-37.87,145.1103,12.2,h,3,3,2,1,320,855000
739,27/11/2016,Ashwood,3147,-37.8655,145.1096,12.2,t,3,3,2,2,256,900500
743,28/05/2016,Ashwood,3147,-37.8614,145.1098,12.2,h,3,3,2,2,839,1200000
745,28/08/2016,Ashwood,3147,-37.8723,145.1089,12.2,t,3,2,1,2,212,830000
748,3/09/2016,Avondale Heights,3034,-37.7677,144.8674,10.5,h,3,3,1,1,593,850000
749,3/09/2016,Avondale Heights,3034,-37.7634,144.8611,10.5,h,3,3,1,1,0,750000
750,3/12/2016,Avondale Heights,3034,-37.77,144.8572,10.5,t,3,3,3,1,557,851000
752,4/03/2017,Avondale Heights,3034,-37.7706,144.8629,10.5,h,3,3,1,2,542,848000
753,4/03/2017,Avondale Heights,3034,-37.7676,144.859,10.5,h,4,4,2,1,350,806000
754,4/06/2016,Avondale Heights,3034,-37.7654,144.8655,10.5,h,4,3,2,2,569,1155000
755,4/06/2016,Avondale Heights,3034,-37.7593,144.871,10.5,h,3,3,2,2,671,670000
756,4/06/2016,Avondale Heights,3034,-37.7545,144.8736,10.5,h,4,4,5,4,673,1200000
757,4/06/2016,Avondale Heights,3034,-37.7605,144.8581,10.5,h,3,2,1,2,571,636000
760,6/08/2016,Avondale Heights,3034,-37.7591,144.8542,10.5,h,3,3,1,2,570,680000
762,7/05/2016,Avondale Heights,3034,-37.7537,144.8729,10.5,h,4,4,3,2,789,1160000
764,8/10/2016,Avondale Heights,3034,-37.7721,144.8576,10.5,h,3,3,1,1,529,750000
765,8/10/2016,Avondale Heights,3034,-37.7632,144.8622,10.5,h,3,3,1,1,550,627500
766,8/10/2016,Avondale Heights,3034,-37.7519,144.8534,10.5,t,3,3,2,2,339,880000
769,10/12/2016,Avondale Heights,3034,-37.7524,144.8714,10.5,h,4,4,3,3,761,950000
772,10/12/2016,Avondale Heights,3034,-37.7532,144.8766,10.5,h,4,4,3,3,1801,1600000
774,11/02/2017,Avondale Heights,3034,-37.7623,144.8613,10.5,t,2,2,1,1,136,585000
778,15/10/2016,Avondale Heights,3034,-37.7627,144.857,10.5,h,3,3,1,3,574,650000
779,15/10/2016,Avondale Heights,3034,-37.752,144.854,10.5,h,3,3,1,4,606,725000
780,16/04/2016,Avondale Heights,3034,-37.7644,144.8657,10.5,u,3,3,2,1,289,665000
781,16/04/2016,Avondale Heights,3034,-37.7664,144.8583,10.5,h,3,3,1,1,177,560500
782,16/07/2016,Avondale Heights,3034,-37.758,144.86,10.5,h,3,3,1,2,649,615000
783,16/07/2016,Avondale Heights,3034,-37.7681,144.8592,10.5,h,3,3,1,3,704,845000
784,17/09/2016,Avondale Heights,3034,-37.7686,144.8576,10.5,h,3,3,1,2,322,585000
785,18/03/2017,Avondale Heights,3034,-37.7697,144.8657,10.5,u,2,2,1,1,263,440000
786,18/03/2017,Avondale Heights,3034,-37.7522,144.8518,10.5,h,3,3,1,2,766,850000
788,18/06/2016,Avondale Heights,3034,-37.7639,144.8615,10.5,h,5,5,2,4,574,850000
789,22/05/2016,Avondale Heights,3034,-37.7691,144.8575,10.5,h,3,3,1,1,581,705000
790,22/05/2016,Avondale Heights,3034,-37.7609,144.8639,10.5,h,4,4,3,2,873,1100000
792,22/05/2016,Avondale Heights,3034,-37.7642,144.8603,10.5,h,3,3,1,1,586,892500
795,23/04/2016,Avondale Heights,3034,-37.771,144.8586,10.5,h,3,3,1,2,588,695000
797,24/09/2016,Avondale Heights,3034,-37.756,144.8641,10.5,h,2,2,1,1,220,522500
799,24/09/2016,Avondale Heights,3034,-37.7649,144.8633,10.5,h,4,4,2,2,554,680000
800,24/09/2016,Avondale Heights,3034,-37.7507,144.8576,10.5,u,3,3,1,1,260,500000
801,24/09/2016,Avondale Heights,3034,-37.7592,144.8681,10.5,t,2,2,1,2,158,550000
802,25/02/2017,Avondale Heights,3034,-37.766,144.8596,10.5,h,3,3,2,2,705,730000
803,25/02/2017,Avondale Heights,3034,-37.765,144.8578,10.5,h,3,3,1,3,812,875000
805,25/02/2017,Avondale Heights,3034,-37.751,144.8571,10.5,h,3,3,2,8,585,850000
806,26/07/2016,Avondale Heights,3034,-37.7568,144.8572,10.5,h,3,3,1,1,597,635000
807,26/07/2016,Avondale Heights,3034,-37.7573,144.8534,10.5,h,4,4,2,2,589,762000
812,27/11/2016,Avondale Heights,3034,-37.7608,144.863,10.5,u,2,2,1,1,0,411000
813,27/11/2016,Avondale Heights,3034,-37.7513,144.859,10.5,h,4,4,2,2,570,790000
814,27/11/2016,Avondale Heights,3034,-37.7563,144.8601,10.5,h,4,4,1,0,569,605000
815,27/11/2016,Avondale Heights,3034,-37.7607,144.8581,10.5,h,3,3,2,2,593,805000
816,27/11/2016,Avondale Heights,3034,-37.757,144.8566,10.5,h,4,4,2,4,585,890000
817,28/05/2016,Avondale Heights,3034,-37.7644,144.8575,10.5,h,3,3,1,1,549,795000
818,28/05/2016,Avondale Heights,3034,-37.7584,144.8568,10.5,h,3,4,2,1,582,634000
819,28/08/2016,Avondale Heights,3034,-37.7567,144.8572,10.5,h,3,3,1,1,590,642000
821,28/08/2016,Avondale Heights,3034,-37.7546,144.8585,10.5,h,3,3,2,3,638,863000
822,28/08/2016,Avondale Heights,3034,-37.7546,144.857,10.5,h,3,3,1,2,607,740000
823,3/09/2016,Balaclava,3183,-37.8668,144.9928,6.6,h,4,3,2,1,244,1819000
824,3/12/2016,Balaclava,3183,-37.8731,144.9958,6.6,u,2,2,1,2,0,410000
826,7/05/2016,Balaclava,3183,-37.8733,144.997,6.6,u,1,1,1,1,0,280000
827,7/11/2016,Balaclava,3183,-37.8723,144.9961,6.6,t,2,2,1,2,114,1015000
831,15/10/2016,Balaclava,3183,-37.8725,144.9952,6.6,u,2,2,1,1,0,502500
832,15/10/2016,Balaclava,3183,-37.8742,144.9972,6.6,u,2,2,1,0,0,520000
833,17/09/2016,Balaclava,3183,-37.8726,144.9962,6.6,u,2,2,1,1,0,442000
835,18/06/2016,Balaclava,3183,-37.8663,144.9948,6.6,h,3,3,1,1,178,1193000
836,18/06/2016,Balaclava,3183,-37.8678,144.9966,6.6,u,2,2,1,1,0,416000
837,19/11/2016,Balaclava,3183,-37.8691,144.9974,6.6,u,2,2,1,1,0,820000
838,22/05/2016,Balaclava,3183,-37.8667,144.9917,6.6,u,2,2,1,1,0,474000
839,25/02/2017,Balaclava,3183,-37.874,144.9933,6.6,h,2,2,1,0,159,981000
840,25/02/2017,Balaclava,3183,-37.872,144.9909,6.6,h,3,3,2,2,339,1690000
842,27/06/2016,Balaclava,3183,-37.8727,144.9969,6.6,u,2,2,1,1,483,540000
843,27/06/2016,Balaclava,3183,-37.8696,144.9925,6.6,h,3,3,1,1,157,1080000
844,27/11/2016,Balaclava,3183,-37.873,144.9907,6.6,u,1,1,1,0,0,500000
845,28/08/2016,Balaclava,3183,-37.8739,144.9929,6.6,u,2,2,0,0,0,497500
847,3/09/2016,Balwyn,3103,-37.8094,145.0807,9.7,h,2,2,1,1,659,2100000
848,3/09/2016,Balwyn,3103,-37.811,145.0958,9.7,h,4,4,2,2,715,1800000
849,3/09/2016,Balwyn,3103,-37.8128,145.0975,9.7,t,2,2,1,1,208,1255000
850,3/12/2016,Balwyn,3103,-37.8161,145.0812,9.7,u,3,3,2,2,206,1070000
853,3/12/2016,Balwyn,3103,-37.8028,145.0768,9.7,h,5,5,3,2,715,2570000
854,3/12/2016,Balwyn,3103,-37.8147,145.0748,9.7,h,4,4,2,2,744,2400000
855,3/12/2016,Balwyn,3103,-37.8085,145.0764,9.7,h,3,3,3,2,651,2200000
856,3/12/2016,Balwyn,3103,-37.8071,145.0908,9.7,h,5,5,5,2,651,3250000
857,3/12/2016,Balwyn,3103,-37.8124,145.0916,9.7,u,2,2,1,1,122,806000
858,3/12/2016,Balwyn,3103,-37.8051,145.1016,9.7,h,6,6,4,7,2051,4000000
859,3/12/2016,Balwyn,3103,-37.8134,145.0972,9.7,h,2,2,2,2,0,1215000
860,3/12/2016,Balwyn,3103,-37.8061,145.0801,9.7,h,5,5,3,2,600,2250000
864,4/03/2017,Balwyn,3103,-37.8092,145.0778,9.7,u,2,2,1,1,206,812000
867,4/06/2016,Balwyn,3103,-37.8162,145.0771,9.7,h,3,3,2,2,175,1140000
868,4/06/2016,Balwyn,3103,-37.807,145.0635,9.7,h,3,3,2,1,853,2330000
869,4/06/2016,Balwyn,3103,-37.8048,145.0708,9.7,h,5,5,3,2,678,2800000
872,4/06/2016,Balwyn,3103,-37.8152,145.0843,9.7,u,2,2,1,1,0,605000
873,4/06/2016,Balwyn,3103,-37.8056,145.0788,9.7,h,3,3,2,2,308,1255000
874,6/08/2016,Balwyn,3103,-37.8074,145.0826,9.7,h,2,3,1,1,1015,1850000
877,6/08/2016,Balwyn,3103,-37.8125,145.0901,9.7,u,2,3,1,1,209,805000
881,7/05/2016,Balwyn,3103,-37.8065,145.065,9.7,h,3,3,1,1,188,700000
882,7/05/2016,Balwyn,3103,-37.8055,145.0699,9.7,h,4,4,2,2,664,2130000
883,7/05/2016,Balwyn,3103,-37.8162,145.0841,9.7,h,2,2,1,1,0,500000
884,7/05/2016,Balwyn,3103,-37.814,145.0966,9.7,h,3,3,2,2,699,2125000
888,8/10/2016,Balwyn,3103,-37.8032,145.0693,9.7,h,4,3,2,2,577,1800000
890,8/10/2016,Balwyn,3103,-37.8116,145.0724,9.7,u,2,2,1,1,0,635000
895,10/09/2016,Balwyn,3103,-37.8144,145.0993,9.7,u,2,2,1,1,0,526000
896,10/09/2016,Balwyn,3103,-37.8125,145.0775,9.7,h,1,1,1,1,740,390000
899,10/12/2016,Balwyn,3103,-37.8013,145.0652,9.7,h,3,3,1,2,281,905000
900,10/12/2016,Balwyn,3103,-37.8044,145.1006,9.7,h,4,4,3,2,453,1750000
901,10/12/2016,Balwyn,3103,-37.8112,145.0881,9.7,t,2,2,1,1,121,760000
903,10/12/2016,Balwyn,3103,-37.8088,145.0991,9.7,h,4,4,3,4,1148,3180000
904,10/12/2016,Balwyn,3103,-37.8125,145.0849,9.7,t,3,3,2,2,219,1367000
906,10/12/2016,Balwyn,3103,-37.8063,145.0705,9.7,h,5,5,3,2,678,3600000
907,10/12/2016,Balwyn,3103,-37.8096,145.0735,9.7,h,5,5,3,2,642,2550000
910,12/11/2016,Balwyn,3103,-37.8042,145.1042,9.7,t,4,4,3,2,241,1400000
913,12/11/2016,Balwyn,3103,-37.8157,145.0795,9.7,h,4,4,2,4,935,3270000
916,13/08/2016,Balwyn,3103,-37.8122,145.0879,9.7,u,2,2,1,1,115,625000
917,13/08/2016,Balwyn,3103,-37.8061,145.0878,9.7,t,2,2,1,1,104,700000
923,14/05/2016,Balwyn,3103,-37.8117,145.0775,9.7,h,3,3,1,4,671,1860000
924,15/10/2016,Balwyn,3103,-37.8068,145.0786,9.7,h,4,4,3,2,674,2730000
929,16/04/2016,Balwyn,3103,-37.8116,145.0789,9.7,h,5,5,2,2,611,2020000
930,16/04/2016,Balwyn,3103,-37.8152,145.0839,9.7,u,2,2,1,1,0,460000
931,16/07/2016,Balwyn,3103,-37.8068,145.0827,9.7,h,4,3,1,2,832,2250000
932,16/07/2016,Balwyn,3103,-37.8123,145.0821,9.7,u,2,2,1,2,231,1053000
933,16/07/2016,Balwyn,3103,-37.8161,145.0772,9.7,h,3,3,2,2,380,1800000
935,16/07/2016,Balwyn,3103,-37.8106,145.0848,9.7,t,3,3,2,2,306,1472000
936,17/09/2016,Balwyn,3103,-37.8036,145.0715,9.7,h,3,3,1,2,651,2120000
939,17/09/2016,Balwyn,3103,-37.8044,145.0853,9.7,h,3,3,1,2,697,1910000
940,18/03/2017,Balwyn,3103,-37.8134,145.081,9.7,u,2,2,1,1,87,754000
945,18/06/2016,Balwyn,3103,-37.8025,145.0665,9.7,h,5,5,5,2,671,3000000
947,18/06/2016,Balwyn,3103,-37.8039,145.0714,9.7,h,5,5,6,4,739,3400000
954,19/11/2016,Balwyn,3103,-37.8149,145.0747,9.7,h,4,4,2,2,752,2188000
955,19/11/2016,Balwyn,3103,-37.8092,145.0789,9.7,u,2,2,1,1,213,755000
957,22/05/2016,Balwyn,3103,-37.815,145.076,9.7,h,4,4,3,2,596,2900000
961,22/05/2016,Balwyn,3103,-37.8135,145.0995,9.7,h,4,4,3,2,1007,3290000
962,22/08/2016,Balwyn,3103,-37.8095,145.0782,9.7,h,5,4,3,2,674,2665000
964,22/08/2016,Balwyn,3103,-37.8027,145.0694,9.7,h,4,4,2,2,583,1801000
968,24/09/2016,Balwyn,3103,-37.8056,145.071,9.7,h,4,4,2,1,685,2410000
969,24/09/2016,Balwyn,3103,-37.8147,145.084,9.7,u,2,2,1,1,0,650000
974,25/02/2017,Balwyn,3103,-37.8054,145.0771,9.7,h,4,4,2,1,842,2275000
975,25/02/2017,Balwyn,3103,-37.8131,145.1,9.7,h,5,5,3,4,1468,2810000
976,25/02/2017,Balwyn,3103,-37.8164,145.0846,9.7,t,3,3,2,2,190,1385000
981,27/06/2016,Balwyn,3103,-37.8039,145.0631,9.7,h,4,3,1,2,739,2000000
982,27/11/2016,Balwyn,3103,-37.8057,145.0825,9.7,h,4,4,2,1,665,1900000
985,27/11/2016,Balwyn,3103,-37.8161,145.0748,9.7,h,3,3,2,1,706,3401000
987,27/11/2016,Balwyn,3103,-37.8056,145.0688,9.7,h,3,3,2,3,613,1750000
989,27/11/2016,Balwyn,3103,-37.8058,145.0882,9.7,h,5,5,4,3,1437,4000000
